V19,V24,V25,V26,V3,V4,V5,V6,V7,V8,V9
0.8,1.3424,0.2727,-0.225,1066700,1066722,212,20,22,21031,77
0.8889,1.0,0.2,-0.1211,1087496,1087506,60,9,10,6750,92
0.6667,1.0414,-0.0833,-0.2624,1147869,1147880,99,18,11,9347,61
0.8,1.0414,-0.0833,-0.1246,1261077,1261088,74,15,11,8292,93
0.5556,1.2041,0.0625,0.0726,1539081,1539097,101,27,17,13866,128
0.4815,1.4771,0.5667,-0.1892,1974176,1974206,216,27,30,22418,93
0.9091,0.9542,-0.1,-0.1591,2032058,2032067,57,11,9,6135,89
0.8,1.0414,-0.0833,-0.164,3096621,3096632,86,15,11,9203,91
0.9444,1.2305,0.0,-0.2397,4212846,4212863,210,18,17,20438,48
0.8571,1.0792,0.0,-0.1709,6042280,6042292,110,14,12,11674,73
0.8333,0.9031,-0.2,-0.152,301412,301420,66,12,8,7164,87
0.875,0.8451,0.0,-0.099,322285,322292,33,8,7,3806,102
0.625,1.0792,0.1667,-0.176,348556,348568,92,16,12,9704,71
0.5833,1.1139,-0.0714,0.0344,404761,404774,111,24,17,14697,118
0.7143,1.1461,-0.0667,-0.2279,817076,817090,140,21,14,13836,58
0.6923,1.0414,0.1818,-0.1721,863518,863529,74,13,11,7842,78
0.6579,1.3979,0.0,-0.2455,1986222,1986247,476,38,25,45968,40
0.7273,1.0,0.2,-0.0816,2636449,2636459,59,11,10,6936,102
1.0,1.1139,0.0769,-0.1588,2665729,2665742,124,12,14,13351,85
0.75,1.1139,0.0769,-0.1394,2688956,2688969,119,16,13,13108,81
0.5454,1.6902,0.1429,-0.2824,447943,447992,1222,77,54,112240,36
0.8333,0.9031,-0.2,-0.1215,629605,629613,64,12,8,7197,91
0.8461,1.0792,0.0833,-0.2611,789340,789352,100,13,12,9458,77
0.8947,1.1461,-0.1765,-0.2576,880521,880535,155,19,14,14729,71
0.5588,1.7781,0.3667,-0.2904,5331249,5331309,1284,68,61,116623,42
0.8461,1.0414,0.0,-0.1668,476876,476887,82,13,11,8745,77
0.9167,0.9542,-0.1818,-0.0704,1804039,1804048,69,12,9,8210,99
0.8,1.0414,0.2727,-0.0136,127892,127903,68,10,11,8586,101
0.8235,1.2553,0.2222,-0.0755,4082892,4082910,191,17,18,22601,101
0.625,1.4914,0.3548,-0.146,4373281,4373312,456,32,31,49848,92
0.7143,1.1761,0.3333,-0.1223,4443762,4443777,114,14,15,12808,102
0.8,0.9542,0.1111,-0.117,54896,54905,55,10,9,6216,100
0.7857,1.0414,0.0,-0.0615,866291,866302,85,14,11,10211,111
0.75,0.9542,0.0,-0.1175,2382642,2382651,54,12,9,6100,101
0.75,1.1139,0.0769,-0.0652,2673603,2673616,118,16,13,14120,103
0.9,1.0,0.1,-0.1188,3094414,3094424,54,10,10,6091,104
0.6429,1.0792,0.25,-0.2813,6712,6724,98,14,12,9016,82
0.6316,1.3222,0.4286,-0.161,701105,701126,183,19,21,19652,91
0.6471,1.5315,0.3529,-0.168,798878,798912,576,34,34,61342,84
0.7576,1.415,0.0385,-0.2575,294065,294091,451,33,27,42862,25
0.9412,1.2305,0.0588,-0.154,96252,96269,194,17,17,21009,77
0.9091,1.0,0.0,-0.2793,94662,94672,73,11,10,6734,70
0.7333,1.0,-0.0909,-0.2744,119026,119036,86,15,10,7987,73
0.9333,1.1461,0.0,-0.0481,289529,289543,137,15,15,16692,109
0.7857,0.9031,-0.2727,-0.1452,949136,949144,71,14,8,7768,96
0.7778,0.7782,-0.1429,-0.112,1029590,1029596,33,9,6,3751,105
0.7273,1.0792,0.3333,-0.1388,1105756,1105768,75,11,12,8268,91
0.75,0.9031,-0.1111,-0.121,1126672,1126680,59,12,8,6638,95
0.7046,1.5051,0.0313,-0.3087,3866538,3866570,638,44,36,56456,53
0.8333,1.2041,0.375,-0.0926,2371582,2371598,106,12,16,12311,107
0.7,1.1461,0.0,-0.1101,11066410,11066424,143,20,14,16288,96
0.8947,1.1761,-0.1177,-0.088,11499942,11499957,178,19,16,20778,105
0.7778,1.301,0.3,-0.0889,11569824,11569844,190,18,20,22158,102
0.8182,1.2787,-0.2963,-0.1143,12416454,12416473,305,33,27,34579,80
0.8235,1.0792,-0.1429,-0.1146,4138007,4138019,125,17,13,14167,83
0.4098,1.8129,0.6154,-0.2939,48398,48463,479,61,67,43294,82
0.3103,1.9731,0.5213,-0.2629,65006,65100,1695,145,133,159918,80
0.3714,1.6812,0.7292,-0.2511,72307,72355,326,35,49,31251,87
0.3929,1.5682,0.7027,-0.3731,88576,88613,204,28,37,16370,71
0.3165,1.8389,0.6377,-0.2857,95111,95180,714,79,78,65282,80
0.3333,1.6021,0.6,-0.2462,103892,103932,297,48,42,28658,89
0.3571,1.5441,0.5714,-0.2473,109868,109903,301,42,35,29002,89
0.4444,1.4314,0.4074,-0.1447,116177,116204,218,36,32,23865,93
0.3472,1.7559,0.5614,-0.2329,165496,165553,744,72,65,73055,77
0.5333,1.301,0.2,-0.0809,173199,173219,174,30,27,20469,106
0.3889,1.415,0.4615,-0.1317,178458,178484,168,36,29,18671,99
0.2358,1.7853,0.5246,-0.2095,182093,182154,703,123,87,71130,63
0.3469,1.6335,0.6047,-0.2022,184455,184498,460,49,44,46972,86
0.3088,1.716,0.5961,-0.1736,188073,188125,509,68,57,53843,49
0.3636,1.4314,0.4074,-0.0206,195161,195188,192,44,28,24070,112
0.2973,1.6628,0.7609,-0.6332,205684,205730,305,37,46,14320,7
0.2941,1.6902,0.6939,-0.1871,211409,211458,323,51,53,33607,88
0.6316,1.2305,0.2941,-0.3238,214533,214550,123,19,17,10646,77
0.4,1.3979,0.52,-0.2715,220228,220253,200,30,25,18651,66
0.2637,1.8451,0.6571,-0.1903,225183,225253,833,91,80,86329,85
0.6207,1.3979,0.28,-0.2254,232415,232440,196,29,27,19434,90
0.3288,1.6128,0.4146,-0.108,256288,256329,430,73,59,49094,93
0.2963,1.7559,0.7193,-0.1339,267240,267297,549,54,58,60860,94
0.2159,1.9345,0.5581,-0.3592,337559,337645,1570,176,128,128770,29
0.2991,2.1461,0.7714,-0.2581,492514,492654,2293,107,140,217759,82
0.1133,2.5052,0.8562,-0.1123,497209,497529,4860,406,366,552220,96
0.239,2.4594,0.7917,-0.1602,508368,508656,6102,251,303,655912,87
0.4333,1.3617,0.4348,-0.106,61803,61826,122,30,28,13961,107
0.2414,1.6233,0.6667,-0.0085,86773,86815,279,58,51,35410,118
0.375,1.7076,0.5294,-0.0734,133270,133321,461,64,60,54676,112
0.3636,1.2041,0.25,-0.0957,3051375,3051391,87,33,19,10070,108
0.5143,1.2041,-0.1111,-0.1827,3116210,3116226,99,35,20,10357,97
0.113,2.2304,0.8412,-0.1042,3127441,3127611,1421,239,204,162939,104
0.5,1.1761,0.3333,-0.1671,3160372,3160387,87,20,15,9275,99
0.4375,1.3617,0.3913,-0.1241,3225473,3225496,137,32,25,15359,103
0.3214,1.4472,0.6786,-0.1901,9737743,9737771,171,28,28,17727,95
0.6,1.3222,0.2857,-0.1409,9767941,9767962,229,25,23,25182,101
0.1299,2.444,0.8921,-0.0974,9831578,9831856,2962,231,284,342202,101
0.5833,1.7924,0.8871,-0.4698,111151,111213,318,12,62,21582,19
1.0,1.5682,0.6486,-0.3938,3990693,3990730,353,13,38,27389,45
1.0,1.2787,0.5263,-0.3586,4174907,4174926,115,9,19,9441,44
0.8571,1.4624,0.7931,-0.4188,4309441,4309470,101,7,29,7514,44
0.1585,2.3838,0.9463,-0.278,235757,235999,1934,82,246,178741,11
0.625,1.7634,0.9138,-0.2453,286956,287014,148,8,58,14298,61
0.5652,1.716,0.75,-0.1784,438867,438919,260,23,56,27344,46
0.2821,2.3617,0.8565,-0.2332,570024,570254,3325,117,257,326345,0
0.9231,1.7708,0.7966,-0.3165,645933,645992,309,13,59,27035,36
0.3696,1.6021,0.575,0.0066,889681,889721,247,46,61,31824,121
0.8889,1.1761,0.4667,-0.3598,389963,389978,102,9,15,8359,70
0.2203,1.5563,0.6389,-0.0852,661248,661284,297,59,43,34779,110
0.1633,2.3979,0.84,-0.3241,116120,116370,5323,245,395,460547,19
0.5385,1.1139,0.4615,-0.1815,1135364,1135377,52,13,13,5448,87
0.5652,1.3802,0.4583,-0.2939,2629644,2629668,200,23,24,18075,77
0.2429,1.6902,0.6531,-0.3068,1554711,1554760,468,70,54,41524,80
0.5102,1.6628,0.4565,-0.3288,1606625,1606671,652,49,48,56018,73
0.6923,1.1461,0.3571,-0.5291,1846237,1846251,93,13,14,5606,42
0.2435,2.3032,0.6716,-0.27,3515903,3516104,6965,271,317,650853,68
0.6667,1.3617,-0.1154,-0.0148,1283513,1283536,244,39,25,30769,113
0.9048,0.699,-0.7368,-0.1049,1312943,1312948,51,21,9,5843,102
0.9583,0.8451,-0.6956,-0.0451,276547,276554,80,24,12,9778,103
0.7778,1.1139,-0.0714,0.0025,835980,835993,121,18,17,15526,119
0.8,0.9031,-0.6667,0.0362,3746641,3746649,99,30,18,13131,125
0.8095,1.3617,0.2609,-0.1489,3780021,3780044,252,21,23,27453,87
0.8636,0.699,-0.7368,0.0729,3982273,3982278,55,22,11,7553,132
0.2984,2.3222,0.6333,-0.1135,3997970,3998180,3432,258,330,389429,92
0.6964,1.2305,-0.5641,-0.0643,4015601,4015618,271,56,26,32459,112
0.7857,1.1139,0.1539,0.0322,4025551,4025564,89,14,13,11759,125
0.875,1.1461,0.0,-0.1805,4046506,4046520,131,16,15,13742,95
0.52,1.3617,0.4348,-0.585,4061997,4062020,138,25,25,7331,21
0.6923,1.1139,0.3077,-0.0955,503783,503796,68,13,13,7873,102
0.6154,1.2041,0.5,-0.0085,585934,585950,90,13,16,11422,114
0.6667,0.9542,-0.625,0.0001,638591,638600,72,36,12,9217,120
0.5833,1.0792,0.4167,-0.0414,660048,660060,57,12,12,6994,114
0.9,1.0414,0.1818,-0.0366,893638,893649,63,10,11,7769,111
0.3571,1.5563,0.8611,-0.0614,1432108,1432144,105,14,36,12615,111
0.3846,1.415,0.8077,-0.0894,1484300,1484326,86,13,26,10024,108
0.25,1.5185,0.9091,-0.0504,1508691,1508724,74,12,33,8995,112
1.0,0.301,-0.9546,-0.0129,2601604,2601606,82,44,4,10361,58
1.0,0.6021,-0.8667,-0.0046,2634035,2634039,75,30,7,9556,104
1.0,0.699,-0.7826,0.0315,1215744,1215749,82,23,6,10827,123
0.375,1.3424,0.4545,0.0376,1313692,1313714,126,32,24,16734,125
1.0,0.699,0.2,-0.1172,210504,210509,18,4,5,2034,102
1.0,0.699,-0.6154,0.0281,424657,424662,35,13,6,4606,125
0.64,1.0414,-0.6563,0.0257,673270,673281,129,50,25,16937,123
0.6429,1.0792,-0.3333,-0.2138,739337,739349,90,28,20,9057,91
0.45,1.5441,-0.2222,-0.1149,1211332,1211367,824,100,61,93355,100
0.7813,1.8129,-0.5667,-0.0336,1470973,1471038,1939,192,116,239860,109
0.7895,1.5911,0.6154,-0.1929,614880,614919,392,19,39,40498,77
0.4211,2.0,0.84,-0.1886,682028,682128,836,38,101,86830,80
0.56,1.3979,0.44,-0.0903,1388373,1388398,159,25,29,18514,105
1.0,1.0792,0.0,-0.214,238008,238020,113,12,12,11369,86
1.0,1.1761,0.3333,-0.2038,336137,336152,114,10,15,11618,77
1.0,1.1761,0.3333,-0.1979,399348,399363,116,10,15,11910,75
0.8889,1.3802,0.6667,-0.1648,508200,508224,169,9,24,18067,87
0.1615,2.4928,0.9325,-0.2371,808169,808480,3583,130,314,349860,65
0.1923,2.2041,0.875,-0.2988,843312,843472,1613,104,172,144769,72
0.2857,2.0934,0.9032,-0.4207,864919,865043,745,42,125,55239,56
0.3088,2.1673,0.8571,-0.4218,881709,881856,1949,68,162,144252,56
0.1967,2.1367,0.9124,-0.1519,911696,911833,806,61,140,87496,83
0.2308,2.0334,0.9167,-0.2399,950080,950188,709,39,108,68984,81
0.3256,2.0682,0.8803,-0.3714,971696,971813,949,43,118,76361,59
0.175,2.1931,0.9103,-0.3958,990037,990193,1183,80,162,91488,57
0.3111,2.0756,0.8824,-0.3805,1007200,1007319,996,45,120,78978,59
0.2546,2.0128,0.8641,-0.3628,1030360,1030463,754,55,106,61497,63
0.3784,2.0492,0.875,-0.3712,1041924,1042036,862,37,113,69375,63
0.75,0.9031,-0.3333,-0.0849,1132484,1132492,61,16,13,7145,105
0.2647,1.6021,0.775,-0.183,2932024,2932064,169,34,43,17673,85
0.5909,1.0792,-0.0769,-0.064,652754,652766,54,22,22,6470,110
0.8214,1.3424,-0.0435,-0.1615,1715826,1715848,333,28,27,35740,91
0.9444,1.5315,0.5,-0.122,1120537,1120571,369,18,34,41469,52
0.4615,1.4771,0.2,-0.0098,71768,71798,360,52,48,45627,113
0.5333,1.4914,0.7419,-0.1386,261033,261064,185,15,31,20399,97
0.9167,1.4314,0.5926,-0.1668,5169308,5169335,226,12,27,24102,84
0.1476,2.6149,0.6748,-0.1801,2278497,2278909,37334,908,903,3918209,19
0.5122,1.4472,0.25,-0.3013,340471,340499,230,41,42,20570,82
0.8649,1.7482,0.4286,-0.2199,360880,360936,1467,37,68,146487,83
0.2385,1.9912,0.7347,-0.0248,371477,371575,1283,109,118,160146,110
0.4615,1.3979,0.76,-0.205,385532,385557,107,13,26,10888,96
0.194,2.1173,0.9008,-0.3536,397980,398111,788,67,137,65200,61
0.375,1.7559,0.7368,-0.1682,406616,406673,419,40,60,44609,97
0.5714,1.3424,0.4545,-0.2787,422864,422886,184,21,24,16987,85
0.5,1.5441,0.5143,-0.1594,430639,430674,260,34,42,27974,96
0.3065,1.8513,0.7324,-0.1986,2527319,2527390,747,62,72,76627,85
0.6701,1.5563,-0.4462,-0.2245,123779,123815,1002,97,64,99456,87
0.5882,1.3979,0.6,-0.0632,220121,220146,138,17,25,16548,101
0.8824,1.2041,0.0625,-0.1578,3204829,3204845,191,17,16,20590,67
0.5362,1.7404,0.3273,-0.1835,1194359,1194414,1055,69,56,110262,72
0.5714,1.1761,0.4667,-0.1747,3467552,3467567,64,14,15,6761,91
1.0,1.0414,-0.3889,-0.1581,327251,327262,109,18,11,11746,100
0.9,1.0,0.1,-0.2303,407114,407124,63,10,10,6207,78
0.4545,1.301,0.5,-0.1755,1638648,1638668,147,22,20,15513,91
0.7273,1.1761,0.4667,-0.1272,2817680,2817695,77,11,15,8602,98
0.5238,1.2787,0.4211,-0.122,2887288,2887307,137,21,19,15397,95
0.7333,1.0792,0.0833,-0.2141,3149617,3149629,101,15,12,10160,66
0.9776,1.4472,-0.84,-0.0596,23288,23316,2782,179,42,334869,66
0.58,1.3222,-0.2759,0.1063,683320,683341,293,50,29,41492,133
0.55,1.1139,0.1539,0.0638,756916,756929,78,20,13,10621,129
0.8461,0.7782,-0.7273,0.106,833989,833995,74,26,10,10476,129
0.5355,1.9731,-0.1681,-0.2972,903537,903631,6019,211,119,541426,16
0.8571,0.9542,-0.25,-0.1103,1230580,1230589,83,14,10,9452,101
0.8461,1.0,-0.0909,-0.0737,1252347,1252357,72,13,10,8537,97
0.8571,1.0792,0.0,-0.2251,1352048,1352060,73,14,12,7241,86
0.4688,1.4914,0.5161,-0.3307,1378026,1378057,278,32,33,23817,68
0.96,0.699,-0.7917,-0.1606,1398598,1398603,80,25,11,8595,97
0.8,1.1461,0.1429,-0.0629,1430061,1430075,83,15,14,9956,101
0.2615,1.6721,0.6383,-0.0924,1446788,1446835,409,65,53,47513,103
0.8667,1.1139,0.0,-0.1686,1733458,1733471,102,15,13,10855,95
0.8,0.9542,0.1111,-0.1132,1751958,1751967,55,10,9,6243,96
0.8214,1.2305,-0.2609,-0.1374,3881283,3881300,155,28,17,17114,92
0.7273,1.0,0.2,-0.1234,3976070,3976080,57,11,10,6396,97
0.5833,1.1139,0.4615,-0.3077,176554,176567,74,12,13,6557,76
0.625,1.3222,0.5238,-0.2816,222011,222032,145,16,21,13334,67
0.7143,1.0414,0.0909,-0.1916,450677,450688,82,14,11,8485,90
0.75,0.8451,-0.5333,-0.0339,1299250,1299257,53,20,12,6554,113
0.5714,1.1139,0.0769,0.0942,1895154,1895167,71,21,15,9944,131
0.6923,1.0792,0.25,-0.1539,659476,659488,78,13,12,8448,89
0.8333,1.0414,0.0909,-0.2808,698409,698420,89,12,11,8193,78
0.75,1.2041,0.25,-0.1497,1519328,1519344,149,16,16,16217,95
0.803,1.7243,0.0,-0.1772,5367324,5367377,784,66,54,82565,67
1.0,0.8451,-0.125,-0.0545,2016193,2016200,52,8,7,6293,104
0.9412,1.0,-0.375,-0.0665,2077064,2077074,88,17,11,10515,111
0.5882,1.3802,0.5833,-0.0746,10369596,10369620,150,17,24,17768,105
0.9231,1.0792,0.0,-0.1261,10409376,10409388,110,13,12,12304,100
0.6,1.0414,0.4545,-0.0703,10440356,10440367,42,10,12,4998,112
1.0,1.0,0.2,-0.0998,10555505,10555515,66,8,10,7605,97
0.6667,1.0792,0.5,-0.0582,10624922,10624934,49,9,13,5907,115
0.3429,1.6021,0.7,-0.1828,587412,587452,289,35,40,30229,75
0.3962,1.7924,0.6613,-0.1291,620622,620684,657,53,62,73236,71
0.875,1.0,0.3,-0.2097,66318,66328,45,8,10,4552,93
0.7143,0.8451,0.2857,-0.195,91039,91046,25,7,7,2576,99
0.7273,1.1761,0.4667,-0.0874,945792,945807,81,11,15,9462,107
0.6364,1.1139,0.4615,-0.144,1319063,1319076,68,11,13,7451,97
0.5294,1.4624,0.3793,-0.2015,1395724,1395753,366,34,29,37407,80
0.6316,1.3222,0.4286,-0.2298,456228,456249,193,19,21,19028,66
0.5862,1.5441,0.5143,-0.1381,627768,627803,415,29,37,45783,82
0.75,0.9542,0.0,-0.0402,385913,385922,54,12,10,6634,114
0.3333,1.301,0.75,-0.0544,372724,372744,73,15,20,8836,110
0.4118,1.4624,0.5172,-0.0843,1731318,1731347,224,34,30,26255,108
0.6279,1.4472,-0.4815,0.0343,2008592,2008620,345,86,56,45673,123
0.4516,1.4914,0.5484,-0.1587,3264755,3264786,263,31,31,28320,86
0.6667,1.1761,0.4667,-0.0997,3283148,3283163,68,12,15,7836,107
0.8235,1.0792,-0.1429,-0.2323,1436808,1436820,121,17,12,11890,67
0.8571,1.0414,-0.0833,-0.1251,573781,573792,103,14,11,11535,85
0.5,1.3979,0.72,-0.0674,844907,844932,139,14,25,16593,108
0.6154,1.415,0.6923,-0.3995,341132,341158,139,13,26,10685,61
0.7647,1.2305,0.2353,-0.4273,396403,396420,161,17,17,11803,41
1.0,1.0414,-0.4211,-0.2673,3552722,3552733,168,19,11,15757,61
0.7875,1.4472,-0.5556,-0.2606,4163671,4163699,980,80,46,92750,24
0.6316,1.301,0.4,-0.1857,4201928,4201948,150,19,20,15635,81
0.2586,2.5011,0.2618,-0.2248,4313950,4314267,19818,905,583,1966409,46
0.5938,1.4771,0.3667,-0.4588,5015327,5015357,249,32,31,17250,49
0.7073,1.1761,-0.4828,-0.045,5060301,5060316,206,41,21,25181,104
0.5789,1.3617,0.0435,-0.1482,5071808,5071831,282,38,27,30746,77
0.7407,1.4472,0.2857,-0.1473,5082496,5082524,206,27,28,22484,95
0.3125,1.8129,0.9231,-0.0994,1689271,1689336,250,16,65,28818,106
0.3214,1.5185,0.7273,-0.2563,1748216,1748249,170,28,33,16182,84
1.0,1.0414,-0.1539,-0.2007,2727673,2727684,71,13,11,7264,84
0.388,1.7324,-0.2394,-0.8603,1466087,1466141,1241,183,102,22191,0
1.0,0.6021,-0.8461,-0.0829,1482749,1482753,60,26,4,7043,111
0.7333,1.0,-0.0909,-0.1355,1552116,1552126,65,15,11,7193,102
0.5811,1.1461,-0.6744,-0.0521,149538,149552,265,74,46,32153,114
0.181,2.1732,0.745,-0.885,4757479,4757628,1970,210,181,29002,0
0.3488,1.6128,0.6342,-0.0979,9670837,9670878,235,43,45,27135,106
0.625,1.1761,0.3333,-0.1535,28527,28542,91,16,16,9860,103
0.3182,2.4533,0.7782,-0.3257,60056,60340,3042,198,284,262543,70
0.1667,2.2201,0.7952,-0.2012,173070,173236,2691,204,209,275133,89
0.2841,2.0,0.75,-0.1769,185988,186088,1126,88,115,118631,93
0.7333,0.9031,-0.2727,-0.0296,259240,259248,51,15,13,6335,117
0.7368,0.9542,-0.3571,-0.0022,272159,272168,69,19,13,8813,118
0.3235,2.1004,0.7381,-0.2372,313092,313218,2822,102,127,275539,79
0.7083,0.9031,-0.5294,-0.0277,323844,323852,62,24,14,7716,117
0.3704,2.3032,0.6517,-0.2395,395521,395722,8035,189,214,782154,80
0.8571,0.7782,-0.6667,-0.1928,462995,463001,64,21,9,6613,94
0.1494,2.2455,0.8523,-0.2073,506976,507152,1760,174,180,178588,87
0.0909,2.2279,0.9467,-0.5462,39680,39849,1170,99,174,67967,29
0.3133,2.1761,0.5133,-0.3103,98042,98192,6156,233,211,543449,69
0.4828,1.1761,0.0667,-0.1,138169,138184,104,29,18,11981,108
0.2105,1.8921,0.8461,-0.3093,168407,168485,414,57,78,36600,78
0.4091,1.4314,0.6667,-0.4056,14524,14551,160,22,29,12173,70
0.2157,1.8751,0.7067,-0.3274,36092,36167,938,102,112,80754,75
0.2857,1.7924,0.8065,-0.2663,81644,81706,407,42,63,38223,84
0.1687,1.8513,0.8028,-0.2338,86815,86886,500,83,76,49038,86
0.3954,1.415,0.3462,-0.2703,105382,105408,188,43,36,17560,86
0.2667,1.7924,0.6774,-0.2004,115356,115418,532,75,73,54451,94
0.2532,1.9395,0.7701,-0.3131,134103,134190,952,79,90,83708,77
0.1191,2.1959,0.8726,-0.1859,152117,152274,1499,168,174,156200,90
0.2167,1.9085,0.679,-0.0941,186833,186914,1006,120,96,116653,104
0.2188,2.0294,0.8037,-0.2312,214705,214812,1275,96,112,125462,84
0.1215,2.3096,0.8726,-0.0753,233467,233671,1994,214,220,236010,104
0.1144,2.2672,0.773,-0.0184,263975,264160,3297,367,270,414252,113
0.1096,2.2455,0.7727,-0.0161,310621,310797,2281,365,268,287273,113
0.162,2.1239,0.8271,-0.0228,937709,937842,1058,142,151,132331,112
0.6786,0.9542,-0.5263,-0.2053,183725,183734,103,28,13,10477,95
0.9,1.0,-0.7222,-0.0137,214065,214075,160,40,18,20199,117
0.7727,1.2553,0.0556,-0.3663,45270,45288,182,22,18,14763,72
0.2791,1.6721,0.7447,-0.1453,9708110,9708157,347,43,51,37960,95
0.6667,1.1461,0.0,0.4379,169603,169617,110,21,16,20245,178
0.3607,1.2553,-0.1818,0.0479,247445,247463,145,61,35,19450,128
0.5,1.2305,-0.1053,0.0229,587778,587795,146,38,22,19116,124
0.8889,1.1139,-0.1875,-0.1032,821437,821450,140,18,20,16070,103
0.7143,1.4624,0.6552,-0.1785,929571,929600,205,14,34,21556,92
0.8696,1.2787,-0.05,-0.1846,956972,956991,226,23,27,23587,86
0.6923,1.301,0.55,-0.1956,980597,980617,113,13,20,11635,94
0.7619,1.2041,0.0,-0.1283,991553,991569,151,21,18,16849,104
0.9444,1.2787,0.1053,-0.1166,1003575,1003594,132,18,20,14926,105
0.8824,1.3802,0.375,-0.1157,1024413,1024437,230,17,24,26034,93
0.8889,1.3222,0.6191,-0.1783,1036577,1036598,110,9,21,11570,93
0.6111,1.3424,0.5,-0.1138,1048964,1048986,158,18,22,17923,106
0.8235,1.3424,0.3636,-0.122,1059907,1059929,166,17,22,18656,104
0.9444,1.1139,-0.2353,-0.1699,1074472,1074485,133,18,14,14132,77
0.8235,1.2787,0.2632,-0.1285,1084661,1084680,128,17,21,14278,104
0.8889,1.301,0.2,-0.2035,1108621,1108641,217,18,23,22124,53
0.8,1.2553,0.3333,-0.0877,1122694,1122712,127,15,19,14830,111
0.9091,1.1761,0.3333,-0.1776,1132780,1132795,117,11,15,12317,86
0.875,1.1139,-0.0714,-0.0959,1143416,1143429,114,16,15,13193,110
0.8461,1.3222,0.4762,-0.1722,1214727,1214748,140,13,23,14835,82
1.0,1.2553,0.3333,-0.1331,1269420,1269438,141,12,19,15646,105
0.9231,1.2041,0.25,-0.25,1302051,1302067,130,13,17,12480,61
0.4167,1.6233,0.8809,-0.2718,1672180,1672222,128,12,42,11931,75
0.9643,0.699,-0.8148,0.0029,1519629,1519634,65,28,8,8344,118
0.5789,1.1761,0.2667,-0.366,2613123,2613138,106,19,15,8602,63
0.5116,1.4314,0.1852,-0.1215,1342944,1342971,243,43,34,27326,104
0.3188,1.3222,-0.0454,-0.0524,1438781,1438802,294,69,41,35659,116
0.3771,1.4472,0.1786,-0.1081,1469856,1469884,373,61,42,42582,107
0.625,1.2553,-0.28,0.013,2371628,2371646,203,40,31,26321,121
0.6389,1.2041,-0.3043,0.0004,2401744,2401760,152,36,23,19464,121
0.7042,1.4314,-0.46,-0.3178,283101,283128,359,71,43,31349,73
0.75,1.0,0.1,-0.3112,344819,344829,54,12,11,4761,79
0.8649,1.2041,-0.5,-0.1092,2574964,2574980,162,37,34,18471,104
0.2687,2.2553,0.8,0.4195,58567,58747,2059,134,200,374117,169
0.5982,2.1335,0.0368,-0.0902,2066548,2066684,1981,219,206,230693,104
0.8,1.0,-0.1667,-0.0809,2312016,2312026,67,15,16,7882,107
0.3134,1.8808,0.7237,-0.2034,2344077,2344153,838,67,80,85442,90
0.9091,0.9542,-0.1,-0.2536,2368336,2368345,59,11,9,5637,86
0.3333,1.8195,0.6364,-0.2353,2394841,2394907,624,72,67,61079,85
0.7391,1.0792,-0.2941,-0.0205,2473221,2473233,80,23,13,10030,113
0.6923,1.0414,0.1818,-0.0366,2519944,2519955,55,13,12,6782,114
0.4615,1.1461,0.5714,-0.1477,2615295,2615309,62,13,14,6764,97
0.5263,1.0414,0.0909,-0.093,2770166,2770177,70,19,14,8127,104
0.92,0.8451,-0.6956,-0.32,2797518,2797525,77,25,10,6702,76
0.7531,1.4314,-0.5574,-0.1633,2871825,2871852,543,81,46,58157,93
0.4118,1.2787,0.6316,-0.1197,2887095,2887114,86,17,19,9690,102
0.6809,1.4624,-0.0938,-0.1421,2978904,2978933,529,47,32,58088,91
0.2319,1.699,0.68,0.0212,1523381,1523431,463,69,54,60518,118
0.6789,1.415,-0.6486,-0.0705,338690,338716,563,109,59,66987,107
0.5156,1.3222,-0.3636,-0.0764,419384,419405,289,64,37,34165,109
0.7458,1.3617,-0.4773,-0.0869,439740,439763,366,59,42,42778,107
0.6765,1.1761,-0.3478,-0.1034,518468,518483,206,34,18,23642,101
0.6939,1.4314,-0.2059,-0.084,665052,665079,269,49,33,31538,109
0.3846,1.3617,0.1304,-0.0524,681373,681396,236,52,32,28625,112
0.5179,1.1761,-0.4828,-0.0034,707122,707137,238,56,31,30361,118
0.7917,1.3424,0.1364,0.0045,728350,728372,243,24,25,31245,118
0.5965,1.5051,-0.0588,0.0096,735496,735528,337,57,43,43551,119
0.8095,1.1461,-0.5882,-0.026,745600,745614,254,42,25,31667,116
0.5536,1.4472,-0.0968,0.0035,753061,753089,212,56,37,27232,119
0.549,1.4314,-0.0357,0.0051,1410869,1410896,361,51,35,46442,121
0.6552,1.0792,-0.3684,-0.1851,28972,28984,128,29,16,13352,96
0.6552,1.0792,-0.3684,-0.1851,28972,28984,128,29,16,13352,96
0.3364,1.6812,0.2292,-0.2544,57715,57763,649,110,71,61937,85
0.5323,1.3222,-0.3636,-0.2463,70457,70478,288,62,34,27785,84
0.4342,1.4314,-0.1818,-0.146,79360,79387,434,76,51,47440,97
0.4615,1.3979,-0.4048,-0.0371,88783,88808,383,91,58,47204,114
0.6061,1.2787,-0.05,-0.188,96812,96831,203,33,23,21098,96
0.5323,1.6335,-0.5657,-0.1449,114719,114762,1666,186,121,182339,96
0.192,1.7853,0.6066,-0.0488,161008,161069,617,125,83,75121,113
0.3677,1.3979,0.0,-0.0238,172567,172592,204,68,38,25491,114
