steel/table3.V19,steel/table3.V24,steel/table3.V25,steel/table3.V26,steel/table3.V4,steel/table3.V5,steel/table3.V6,steel/table3.V7,steel/table3.V8,steel/table3.V9,V3
0.5743,1.8573,-0.5765,-0.1848,2052461,6476,296,156,675748,43,2052389
0.22,2.017,-0.3333,0.0166,830232,4663,709,425,606744,115,830128
1.0,0.6021,-0.8461,-0.3092,2182564,68,26,11,6013,79,2182560
0.2398,2.1523,0.007,-0.1059,2552812,8957,588,360,1025103,35,2552670
1.0,1.0414,0.1818,-0.1243,969911,70,9,11,7846,99,969900
0.5,1.8129,0.7692,-0.2568,368208,728,30,68,69258,36,368143
0.72,1.3617,0.2174,-0.282,1720592,263,25,23,24172,59,1720569
0.8571,1.0414,-0.0833,-0.093,2093633,93,14,11,10797,91,2093622
0.2553,2.179,0.0464,-0.1041,1934989,9576,564,343,1098162,37,1934838
0.9091,1.0414,0.0909,0.2964,898715,101,11,11,16760,148,898704
0.6842,1.0792,-0.0769,-0.0588,463848,74,19,13,8915,109,463836
1.0,0.4771,-0.25,-0.0723,192330,8,4,3,950,105,192327
0.2353,1.9294,0.7647,-0.1725,936828,1148,85,94,121595,89,936743
0.8571,0.699,-0.1667,-0.0229,1095703,16,7,5,2001,119,1095698
0.9333,1.0792,-0.1429,-0.0965,10507445,107,15,12,12374,104,10507433
0.7,1.5682,0.8108,-0.109,303262,198,10,37,22581,101,303225
0.6712,1.415,-0.4694,0.0159,1566453,312,73,48,40573,122,1566427
0.8095,1.1461,-0.5882,-0.026,745614,254,42,25,31667,116,745600
0.7513,1.7634,-0.5827,-0.1415,7765576,4364,185,108,479531,74,7765518
0.2687,2.2553,0.8,0.4195,58747,2059,134,200,374117,169,58567
0.5862,1.0,-0.4118,-0.0654,2032910,99,29,17,11843,109,2032900
0.8889,1.3222,0.6191,-0.1783,1036598,110,9,21,11570,93,1036577
0.875,1.1761,0.0667,-0.214,745905,165,16,15,16601,70,745890
1.0,0.6021,-0.2,-0.049,166856,15,5,4,1826,110,166852
0.8,1.0,-0.1667,-0.0809,2312026,67,15,16,7882,107,2312016
0.3571,1.5441,0.5714,-0.2473,109903,301,42,35,29002,89,109868
0.24,2.2253,0.0357,-0.0882,1430780,14069,675,452,1642086,26,1430612
0.7046,1.2305,-0.4516,-0.0582,340598,287,44,24,34599,112,340581
0.2,1.9085,0.8642,-0.1897,97213,594,55,81,61608,93,97132
0.4138,1.6532,-0.375,-0.0702,1699829,873,174,100,103898,106,1699784
0.9286,0.8451,-0.4615,-0.0005,5550899,51,14,11,6525,120,5550892
0.1505,2.0792,0.8833,-0.4202,677417,812,93,120,60260,51,677297
0.2927,1.7482,0.7857,-0.3004,66578,436,41,56,39043,71,66522
0.3256,2.0682,0.8803,-0.3714,971813,949,43,118,76361,59,971696
0.6073,1.699,-0.569,-0.3807,87794,3288,191,114,260660,36,87744
0.2428,2.2648,0.038,-0.058,553733,16759,729,433,2020624,24,553549
0.5944,1.8195,-0.6118,-0.1746,4373158,6318,286,159,667465,46,4373092
0.3288,1.6128,0.4146,-0.108,256329,430,73,59,49094,93,256288
0.48,1.3424,0.4545,0.2175,127368,155,25,28,24156,145,127346
0.9091,0.9031,-0.2,-0.1646,1802460,67,11,8,7164,92,1802452
0.7778,1.2305,-0.1905,-0.1162,350910,261,27,17,29526,88,350893
0.6711,1.8692,-0.5163,-0.1833,452142,6170,228,137,645016,51,452068
0.8333,1.0414,0.0909,-0.1876,764092,70,12,11,7279,82,764081
0.381,1.301,0.6,-0.3624,2158152,88,21,20,7182,67,2158132
0.7333,1.0414,0.0,-0.2065,3658092,84,15,11,8532,83,3658081
0.8182,1.0,0.1,-0.1569,2835797,69,11,10,7446,87,2835787
0.2647,1.6021,0.775,-0.183,2932064,169,34,43,17673,85,2932024
0.2667,1.4624,0.4483,-0.0628,534095,217,60,39,26032,108,534066
0.2906,1.8751,0.5467,-0.0828,763947,938,117,94,110127,102,763872
0.7931,1.7924,0.629,-0.4588,3874261,994,29,62,68851,15,3874199
0.6667,0.699,-0.375,0.0078,679391,17,12,5,2193,121,679386
0.5485,1.8513,-0.517,-0.1675,2311296,5617,268,152,598575,42,2311225
0.8,1.0414,0.2727,-0.0136,127903,68,10,11,8586,101,127892
0.8235,1.0792,-0.1429,-0.1146,4138019,125,17,13,14167,83,4138007
0.551,1.1139,-0.5185,0.0325,373861,149,49,29,19691,122,373848
0.9688,1.2041,-0.9604,-0.1709,2277134,3256,417,106,345545,89,2277118
0.3778,1.8389,0.7536,-0.3003,132576,759,45,69,67978,44,132507
0.9595,1.1461,-0.9409,-0.0903,949669,1695,247,106,197365,103,949655
0.8571,0.9542,-0.25,-0.1998,1035264,66,14,9,6760,84,1035255
0.7476,1.8129,-0.586,-0.1834,441483,6213,210,123,649441,55,441418
0.9412,0.699,-0.6875,-0.0686,2224820,49,17,5,5842,108,2224815
0.7692,0.699,-0.5,0.0006,762239,26,13,7,3330,120,762234
0.5,1.2787,0.2632,-0.1646,1285749,138,28,21,14757,93,1285730
0.4091,1.7781,0.85,-0.2978,230704,433,22,60,38917,62,230644
0.8421,0.9542,-0.4375,-0.2423,2583780,71,19,12,6886,84,2583771
0.4942,1.8062,-0.6235,-0.1929,1484688,6337,344,174,654684,41,1484624
0.8824,1.3222,0.2857,-0.2513,55568,247,17,21,23671,43,55547
0.8182,1.2787,0.5263,-0.0852,379759,110,11,19,12881,99,379740
0.3889,1.6628,0.2391,-0.0564,149092,521,90,54,62926,104,149046
0.1754,1.9445,0.8864,-0.1304,1954686,540,57,88,60109,95,1954598
0.6111,1.5315,0.6765,-0.1031,42717,284,18,34,32604,87,42683
0.6464,1.8261,-0.6059,-0.1867,2041815,6499,263,137,676562,43,2041748
0.3333,1.4624,0.6897,0.2896,68288,121,27,32,19974,151,68259
0.375,1.7076,0.5294,-0.0734,133321,461,64,60,54676,112,133270
0.5783,1.3424,-0.5417,-0.1203,884631,505,83,41,56864,97,884609
0.2203,1.5563,0.6389,-0.0852,661284,297,59,43,34779,110,661248
0.8,0.8451,-0.5625,-0.006,5877670,52,20,8,6616,116,5877663
0.6269,1.7324,0.2222,-0.2605,4441811,1035,67,55,97966,46,4441757
0.5333,1.4914,0.7419,-0.1386,261064,185,15,31,20399,97,261033
0.7449,1.7243,-0.637,-0.1843,420189,5003,196,91,522331,49,420136
0.8947,0.9031,-0.5294,-0.0148,1477986,69,19,12,8701,113,1477978
0.5767,1.8325,-0.6069,-0.1852,2787008,5969,300,154,622528,42,2786940
0.8461,0.9031,-0.2727,-0.1229,3857548,78,13,8,8757,87,3857540
0.3,1.7243,0.717,-0.5678,494946,397,50,56,21964,33,494893
0.72,1.0,-0.4444,-0.246,975076,96,25,16,9265,86,975066
0.5714,1.1461,0.4286,-0.1099,2102099,68,14,14,7747,105,2102085
0.6423,1.8325,-0.6136,-0.1851,3003466,6570,274,141,685255,40,3003398
0.6207,1.3979,0.28,-0.2254,232440,196,29,27,19434,90,232415
0.2167,1.9085,0.679,-0.0941,186914,1006,120,96,116653,104,186833
0.2542,2.2304,0.1,-0.0988,2339797,9183,602,355,1059263,40,2339627
0.4627,1.7324,0.4259,-0.2217,3889402,1176,67,60,117153,56,3889348
0.2546,2.1644,-0.0331,-0.1047,1672228,11089,593,354,1270726,31,1672082
0.75,0.9031,-0.3333,-0.0849,1132492,61,16,13,7145,105,1132484
0.1222,2.0414,0.9,-0.1492,2122284,653,90,110,71112,95,2122174
1.0,0.6021,0.0,0.0046,1322076,12,4,4,1543,110,1322072
0.2895,1.8692,0.7027,-0.296,1427883,705,76,76,63525,73,1427809
0.6923,1.4624,0.6897,-0.0935,86313,153,13,29,17753,101,86284
0.3962,1.4624,0.2759,-0.0585,1091013,229,53,37,27597,111,1090984
0.296,2.1818,0.0263,-0.09,1480475,13309,500,310,1550152,31,1480323
0.7059,1.1461,0.1429,-0.2257,2083975,108,17,14,10704,69,2083961
0.4384,1.4624,-0.0938,-0.2362,1785930,509,73,60,49765,80,1785901
0.75,1.0,0.1,-0.1198,3379344,69,12,10,7774,95,3379334
0.7407,1.1461,-0.3,-0.256,3257901,102,27,15,9714,84,3257887
1.0,1.2305,0.0,-0.2682,31058,231,17,17,21639,33,31041
0.8889,0.9031,0.0,0.0039,1709871,26,9,8,3341,120,1709863
0.5833,1.1139,-0.0714,0.0344,404774,111,24,17,14697,118,404761
0.6,1.3222,0.2857,-0.1409,9767962,229,25,23,25182,101,9767941
0.3846,1.301,0.5,-0.0976,1062901,124,26,21,14323,107,1062881
1.0,0.6021,-0.4286,0.0032,294036,17,7,4,2183,121,294032
0.3793,1.4771,0.6333,-0.0457,900098,182,29,30,22232,115,900068
0.2841,2.0,0.75,-0.1769,186088,1126,88,115,118631,93,185988
0.2571,1.6435,0.7954,-0.1851,1751304,271,35,45,28268,85,1751260
0.7368,0.9542,-0.3571,-0.0022,272168,69,19,13,8813,118,272159
0.5652,1.699,0.48,-0.0894,228429,612,46,52,71337,103,228379
0.6111,1.301,0.45,-0.1892,3626816,163,18,20,16916,83,3626796
0.5484,1.8633,0.5343,-0.3225,31567,1111,62,74,96340,50,31494
0.6316,1.5051,0.625,-0.1765,3496125,275,19,32,28986,78,3496093
0.3929,1.5682,0.7027,-0.3731,88613,204,28,37,16370,71,88576
0.3571,1.3222,-0.16,-0.0178,639993,339,70,35,42620,119,639972
0.6875,1.1461,0.2143,-0.0489,467902,102,16,14,12417,115,467888
0.2815,2.143,-0.1366,-0.0988,1576347,10796,572,363,1245388,38,1576208
0.3784,1.6233,0.6667,-0.2359,815504,335,37,42,32766,86,815462
1.0,0.8451,-0.125,-0.0545,2016200,52,8,7,6293,104,2016193
0.75,0.9542,0.0,-0.1706,492461,62,12,9,6582,91,492452
0.8824,1.3802,0.375,-0.1157,1024437,230,17,24,26034,93,1024413
0.5,1.7076,0.549,-0.1538,2820612,631,46,51,68349,91,2820561
0.5909,1.1139,0.0,-0.1027,521925,101,22,13,11601,108,521912
0.8333,1.3424,0.5454,-0.0851,149070,150,12,22,17566,99,149048
0.5385,1.1761,0.5333,-0.1009,2188232,57,13,15,6560,107,2188217
0.9,1.0,0.1,-0.1188,3094424,54,10,10,6091,104,3094414
0.6667,1.4314,0.2593,-0.1262,820708,304,30,28,34001,85,820681
