eyemove/table5.assgNo,eyemove/table5.landingPos,eyemove/table5.pupilDiamLag
336.0,34.3402,0.1315
181.0,50.324,0.3716
209.0,44.0454,0.3223
281.0,41.9672,0.0957
145.0,116.2422,0.2152
102.0,63.4054,0.237
181.0,76.5506,0.7781
77.0,46.1979,0.9995
305.0,1148.3777,0.1175
171.0,97.0,0.046
304.0,103.4372,0.0915
147.0,46.0435,0.4981
225.0,37.3363,0.9318
225.0,99.1476,0.1033
5.0,13.2382,0.132
31.0,48.5644,0.1254
190.0,36.9628,0.5989
87.0,91.9905,1.5677
128.0,56.8793,0.6741
282.0,25.6125,0.0847
68.0,45.412,1.3664
323.0,75.1415,0.2847
336.0,42.7229,-0.005
290.0,19.6977,0.2407
249.0,39.0512,0.1643
306.0,46.8615,0.2265
54.0,135.271,0.2813
288.0,152.6385,0.1737
21.0,131.7507,0.1611
137.0,90.7579,0.1602
13.0,71.8401,0.2703
61.0,86.5852,0.1289
155.0,76.8798,0.1288
270.0,58.0194,0.2232
56.0,60.5392,0.2379
85.0,64.2748,1.3232
61.0,41.7433,0.2874
8.0,46.5859,0.3719
22.0,17.5,1.4366
301.0,12.4197,0.289
58.0,23.4307,0.3453
118.0,14.1598,0.3768
303.0,48.6647,0.2635
78.0,65.416,2.0375
44.0,46.7172,0.2966
328.0,74.0068,0.2647
9.0,24.0104,0.2914
215.0,45.2604,0.1708
127.0,105.4147,0.7386
95.0,44.2945,0.2006
310.0,100.3195,0.4172
306.0,25.5441,0.4
336.0,84.8528,0.473
139.0,106.0424,0.2292
33.0,34.1211,0.1819
242.0,89.5126,0.1883
213.0,54.0786,0.3253
204.0,41.0,0.3464
146.0,64.8845,0.1366
31.0,131.5038,0.1274
59.0,33.5596,0.2229
176.0,101.5591,0.1726
13.0,97.6281,0.2703
161.0,66.0019,0.1332
150.0,57.8468,0.4681
291.0,82.5969,0.2497
31.0,13.0863,0.1319
21.0,97.4166,0.2181
266.0,102.8227,0.5202
28.0,80.6861,0.1294
307.0,42.5441,0.3547
175.0,55.0818,0.1775
240.0,59.2305,0.1181
285.0,243.237,0.1372
172.0,12.7769,0.132
226.0,80.3197,0.1388
73.0,22.4555,2.6022
125.0,60.2764,0.3628
113.0,45.1885,0.3645
144.0,34.7635,-0.0238
200.0,49.8623,0.0645
270.0,94.0479,0.2232
222.0,104.8487,0.0818
65.0,79.8326,0.1194
235.0,10.6888,0.2431
327.0,27.1017,0.1887
178.0,46.3816,0.0651
88.0,2.0616,0.6157
289.0,7.2801,0.1792
87.0,32.5576,1.9487
149.0,47.4684,0.2676
125.0,67.0858,0.2953
238.0,65.4714,0.1816
75.0,62.1289,0.2482
197.0,70.0071,0.2776
217.0,61.7738,0.1456
18.0,122.9075,0.1978
303.0,142.088,0.1525
30.0,10.4043,0.2094
271.0,80.5062,0.3302
240.0,46.0353,-0.0404
317.0,267.0253,0.1487
273.0,2.6926,0.5007
110.0,92.0054,0.439
136.0,48.0885,0.0442
132.0,88.6143,0.55
144.0,49.2443,-0.0238
85.0,92.7968,0.5542
73.0,40.5247,2.1322
18.0,62.5979,0.1138
289.0,41.6773,0.3857
138.0,71.7948,0.2712
196.0,75.6257,0.356
240.0,65.683,-0.0404
66.0,14.7054,0.3234
167.0,94.9539,0.1315
278.0,20.3039,0.1913
33.0,42.8077,0.1819
78.0,23.2433,1.49
193.0,91.4166,0.5514
21.0,100.0112,0.1391
70.0,6.7082,2.0074
248.0,8.9022,0.3283
292.0,61.5833,0.1771
30.0,79.6571,0.1174
115.0,56.1894,0.2485
311.0,58.331,0.1767
93.0,69.7585,0.1626
191.0,86.5231,0.0939
133.0,68.7314,0.0085
130.0,95.0474,0.3241
8.0,18.7683,0.3719
116.0,100.9604,0.6371
60.0,48.8185,0.2724
164.0,16.7705,0.1457
76.0,99.2472,1.2217
117.0,51.7929,0.4406
131.0,45.8394,0.5086
147.0,41.5482,0.4201
323.0,29.5381,0.2847
81.0,76.4232,0.9595
67.0,47.1832,2.9684
165.0,95.6883,0.062
249.0,90.2552,0.2638
188.0,61.8971,0.663
137.0,34.6302,0.1617
184.0,44.78,0.179
135.0,72.0069,0.231
246.0,76.1003,0.1988
319.0,54.0856,0.0057
136.0,121.7631,0.0487
133.0,96.5013,0.205
22.0,115.5725,0.2271
85.0,54.8293,-0.0108
134.0,59.3401,0.409
259.0,78.1937,0.1319
224.0,76.1577,0.0713
275.0,87.8877,0.1568
136.0,82.2572,0.0047
18.0,111.3643,0.1538
256.0,44.7689,0.2364
135.0,46.0435,0.1165
83.0,56.6127,1.16
150.0,61.5508,0.1211
66.0,40.0031,0.3264
124.0,127.06,0.0933
283.0,153.0694,0.3507
284.0,132.035,0.2257
225.0,38.513,0.0513
84.0,109.6643,1.8407
226.0,93.5013,0.0293
8.0,100.1249,0.3719
42.0,69.6796,0.1567
336.0,97.5666,0.1465
135.0,94.6322,0.27
132.0,56.8177,0.3335
293.0,87.6156,0.2636
215.0,48.1274,0.4063
189.0,62.0725,0.0355
2.0,43.6578,0.203
304.0,99.29,0.139
225.0,83.2857,0.2008
43.0,74.108,0.2327
21.0,95.9231,0.4941
237.0,15.2315,0.4061
291.0,26.6271,0.2232
10.0,42.2019,0.4939
166.0,41.0488,0.159
32.0,23.7592,0.1034
297.0,40.302,0.1271
267.0,70.0321,0.3002
221.0,101.1781,0.1771
41.0,94.0479,0.3222
278.0,123.584,0.2133
276.0,82.0549,0.1008
310.0,89.1768,0.4172
133.0,52.4047,0.2085
191.0,30.0167,0.1599
315.0,54.555,0.2533
22.0,74.0017,0.1466
289.0,16.5605,0.2952
148.0,12.2577,0.3161
144.0,86.2279,0.1427
299.0,30.0832,0.043
66.0,67.487,0.1859
68.0,39.6232,2.3504
289.0,6.1033,0.1522
164.0,45.2217,0.3522
135.0,23.0326,0.0335
14.0,91.6038,0.1613
140.0,31.7844,0.1572
29.0,86.9612,0.2099
301.0,87.8778,0.1345
219.0,29.3471,0.1586
209.0,91.6624,0.6398
216.0,98.1033,0.1316
136.0,17.4141,0.0137
29.0,8.0156,0.2099
155.0,84.1204,0.3358
189.0,45.2134,0.4955
42.0,134.8824,0.0837
173.0,44.8135,0.0975
294.0,21.587,0.6081
303.0,1095.8002,0.2635
308.0,72.0069,0.0122
12.0,36.8816,0.3083
110.0,72.7083,0.439
316.0,42.003,0.1748
308.0,39.246,0.0122
224.0,133.4541,0.0578
309.0,34.7311,0.3397
215.0,67.309,0.2583
76.0,992.5106,0.7267
227.0,160.7809,0.2347
334.0,188.362,0.25
308.0,118.4926,-0.0023
70.0,28.0713,0.4174
93.0,146.4923,1.3871
23.0,83.7929,0.1351
41.0,35.5141,0.3377
61.0,112.361,0.0859
86.0,58.5,1.1002
293.0,100.2821,0.1456
40.0,58.8218,0.1127
110.0,67.7588,0.007
150.0,54.5711,0.2356
259.0,80.1265,0.1319
82.0,115.1564,1.5725
123.0,90.5884,0.2558
298.0,1129.7545,0.2091
159.0,43.1856,0.0808
15.0,50.4505,0.0608
311.0,75.1864,0.1767
293.0,33.2453,0.1271
286.0,18.5068,0.1072
4.0,89.6172,0.236
129.0,55.8323,0.0941
73.0,242.4046,1.2617
108.0,75.2629,0.3008
215.0,75.9227,0.4063
21.0,125.4402,0.2221
43.0,36.5034,0.1242
178.0,116.9241,0.3536
333.0,36.0347,0.1595
89.0,80.22,0.7562
43.0,131.9185,0.2322
146.0,180.5997,0.3426
164.0,57.9245,0.1622
163.0,97.4641,0.1467
92.0,46.306,2.3686
294.0,171.8524,0.4721
127.0,27.2809,0.1916
167.0,52.9953,0.114
255.0,88.0596,0.3394
145.0,66.2212,0.1872
302.0,67.0392,0.258
236.0,43.0116,0.2216
208.0,74.2378,0.6353
183.0,31.1207,0.1766
23.0,37.4066,0.1296
88.0,15.8824,0.3597
228.0,77.0876,0.0582
329.0,26.1964,0.3065
185.0,80.9938,0.404
217.0,54.5,0.4871
64.0,53.3877,0.3014
97.0,71.0862,0.5211
124.0,64.7785,0.3553
24.0,107.0946,0.1296
50.0,41.6203,0.2126
66.0,126.5948,0.1649
280.0,66.9104,1.0012
226.0,88.2525,0.1388
333.0,40.0,0.082
326.0,90.5124,0.3182
238.0,119.0683,0.1816
85.0,64.9942,0.5542
130.0,137.3554,0.1741
61.0,183.183,0.1259
57.0,29.0904,0.1308
189.0,43.2926,0.183
198.0,71.4703,0.066
46.0,69.5845,0.5936
83.0,40.2244,1.3035
115.0,50.7075,0.3095
103.0,86.7439,0.1335
316.0,108.8531,0.6683
183.0,11.7047,0.1946
83.0,64.2067,1.3035
334.0,102.6475,0.253
283.0,125.2248,0.3507
314.0,57.1008,0.3838
70.0,38.5811,1.8894
203.0,34.5398,0.2184
289.0,73.8241,0.2227
185.0,58.2344,0.404
151.0,58.1936,0.4046
1.0,75.4801,0.34
312.0,45.3486,0.2508
330.0,25.4608,0.38
203.0,60.3013,0.1124
78.0,128.1503,0.948
235.0,104.3887,0.1766
44.0,48.2105,0.1906
144.0,49.9625,0.1427
34.0,16.1941,0.2768
134.0,91.4617,0.2625
283.0,38.1477,0.1462
194.0,73.2683,0.212
176.0,54.2033,0.0751
56.0,38.2426,0.2379
154.0,97.7471,0.2423
324.0,68.884,0.1637
27.0,85.5935,0.5964
236.0,217.5529,0.3791
136.0,77.3175,0.2142
246.0,77.4145,0.1988
56.0,53.8934,0.0949
13.0,37.4233,0.0763
200.0,14.2215,0.2751
58.0,125.9573,0.2173
42.0,10.6888,0.1267
78.0,52.9953,0.3335
135.0,22.6108,0.27
336.0,30.0416,-0.0165
132.0,81.2604,0.263
127.0,64.002,0.2141
47.0,26.6693,0.0841
77.0,64.2748,-0.8475
281.0,141.6272,0.1737
78.0,67.1193,0.748
321.0,37.8451,-0.0343
287.0,94.3398,0.1542
65.0,68.3977,0.1139
131.0,83.2166,0.5086
154.0,49.5429,0.3583
336.0,138.37,0.1315
115.0,95.6151,0.3095
278.0,140.7489,0.2133
239.0,107.2765,0.3861
86.0,103.5012,-0.2613
43.0,42.9214,0.0467
31.0,31.1849,0.0984
5.0,76.6632,0.1215
38.0,99.6017,0.0438
316.0,25.8312,0.6683
57.0,84.3342,0.1729
4.0,81.6241,0.171
136.0,89.8735,0.0377
44.0,37.6198,0.2031
318.0,56.8859,0.3022
178.0,69.7227,0.3536
17.0,49.0433,0.1968
226.0,86.8936,0.1388
85.0,76.5278,-0.0108
123.0,111.6524,0.2558
200.0,44.0028,0.0165
326.0,37.1248,0.0267
168.0,54.6008,0.243
162.0,25.02,0.0382
308.0,85.1146,0.1252
324.0,111.8805,0.1637
46.0,55.9464,0.3311
286.0,158.6726,0.2052
286.0,66.2288,0.3162
130.0,33.712,0.2446
136.0,43.2897,0.4907
314.0,86.9741,0.5893
124.0,71.5489,0.0783
157.0,112.3755,0.0353
3.0,32.2374,0.3395
311.0,90.05,0.2377
212.0,142.2085,0.3268
22.0,67.4463,0.0626
301.0,62.8371,0.1345
30.0,40.651,0.2094
157.0,41.3824,0.3413
164.0,34.471,0.1317
96.0,38.9166,0.4836
285.0,64.002,0.2822
311.0,64.4224,0.2152
7.0,26.0048,0.5104
278.0,5.0249,0.2133
279.0,98.2357,0.1708
183.0,73.2547,0.0461
180.0,33.0038,0.0921
306.0,23.7171,0.143
52.0,69.5216,0.2636
311.0,1178.531,0.1822
330.0,66.259,0.308
34.0,88.6002,0.3018
215.0,80.7001,0.1978
307.0,48.5412,0.3547
194.0,55.617,0.295
34.0,94.0213,0.2948
302.0,78.5828,0.1805
286.0,138.0009,0.2052
37.0,86.7078,0.1793
125.0,53.1648,0.1563
208.0,38.9647,0.1198
250.0,49.5404,0.1718
23.0,21.5523,0.1396
183.0,87.0014,0.3466
171.0,39.9155,-0.021
166.0,27.2259,0.275
123.0,100.4241,0.2558
225.0,89.0084,0.2003
317.0,84.9073,0.1352
11.0,17.9025,0.0829
142.0,103.2727,0.1347
311.0,47.9818,0.1822
58.0,116.1303,0.2173
10.0,26.0432,0.0354
157.0,56.9495,0.3413
145.0,32.9014,-0.1683
136.0,29.6015,0.0487
222.0,53.4158,0.2813
65.0,83.0963,0.2524
91.0,59.1143,0.0116
180.0,72.0642,0.1126
200.0,88.3997,0.2751
33.0,24.3824,0.1694
113.0,76.0953,0.2405
271.0,86.7078,0.3302
312.0,24.965,0.2508
27.0,22.2991,0.1469
28.0,69.6312,0.1529
28.0,98.9571,0.1529
226.0,51.5388,-0.0562
225.0,58.3888,0.4683
179.0,66.9104,0.2416
28.0,55.9151,0.0819
94.0,18.1246,1.2976
202.0,86.4653,0.4174
31.0,21.5928,0.4949
83.0,40.0281,0.4335
43.0,70.3651,0.2322
319.0,68.0147,0.2687
216.0,98.6027,0.0781
180.0,65.622,0.2126
301.0,41.6203,0.115
306.0,60.2516,0.2
163.0,32.9317,0.6357
263.0,49.2062,0.2797
277.0,31.4841,0.2678
84.0,75.6059,1.8407
285.0,66.8973,0.2327
149.0,90.5884,0.2986
275.0,112.6599,0.0838
319.0,40.3299,0.3722
22.0,64.9384,0.2246
58.0,69.0398,0.4189
310.0,67.0075,0.3622
42.0,45.5,0.2482
41.0,91.214,0.2202
86.0,21.1009,-0.2613
234.0,147.2158,0.2011
231.0,178.7023,0.2927
22.0,127.0089,0.0316
203.0,87.135,0.2184
88.0,61.8809,0.0692
77.0,83.4416,1.196
150.0,107.5941,0.0996
168.0,48.3037,0.086
256.0,56.8727,0.2364
150.0,61.7839,0.1196
148.0,79.33,0.1916
56.0,90.0403,0.2379
10.0,101.1781,0.2314
255.0,60.531,0.2119
6.0,60.208,0.126
192.0,137.5545,0.2284
325.0,40.1155,0.4577
204.0,36.6742,0.4074
264.0,129.7575,0.1682
5.0,47.6681,0.1215
10.0,178.956,0.4939
7.0,97.664,0.2269
210.0,4.9497,0.1893
22.0,92.0883,0.1361
288.0,148.4529,0.2482
178.0,25.2389,0.0891
179.0,46.5027,0.3516
40.0,57.6758,0.1247
224.0,111.3643,0.1138
87.0,43.4108,1.7037
73.0,31.6623,-0.3453
171.0,31.0644,-0.021
57.0,66.1853,0.0259
54.0,57.0811,0.3933
12.0,72.8457,0.2978
238.0,85.6461,0.1816
87.0,62.0846,1.5457
37.0,153.8059,0.0263
97.0,78.7718,1.1726
117.0,69.4262,0.4406
262.0,33.9006,0.5452
77.0,41.9315,0.6205
143.0,46.9308,0.2312
117.0,32.0156,0.2636
296.0,65.9109,0.1471
279.0,76.5147,0.1308
195.0,215.2324,0.2341
242.0,81.8123,0.5258
310.0,53.1154,0.1587
105.0,75.5811,0.3303
174.0,30.6023,0.2235
78.0,166.7213,1.954
273.0,78.339,0.0222
320.0,56.6414,-0.0508
142.0,94.7972,0.2337
279.0,85.1778,0.1033
173.0,55.4617,0.2565
70.0,44.4072,0.3729
85.0,40.302,-0.0108
296.0,134.7665,0.0761
89.0,90.1471,0.9212
30.0,69.0018,0.0989
187.0,4.6098,0.2895
329.0,65.5019,0.152
81.0,85.0706,0.556
31.0,31.6938,0.2389
227.0,74.3589,0.0707
162.0,61.2944,0.1217
226.0,22.561,0.0073
22.0,153.0817,0.2246
264.0,45.2217,0.1682
38.0,84.5725,0.3878
70.0,80.9892,0.4924
258.0,41.1947,0.2114
102.0,15.5724,-0.079
57.0,51.8845,0.0259
193.0,60.5,0.5264
168.0,39.538,0.0835
176.0,66.4267,0.1201
105.0,17.2192,0.1958
42.0,56.3405,0.1267
162.0,67.0019,0.1802
157.0,36.2664,0.2538
68.0,167.7573,0.6819
15.0,81.5552,0.1853
198.0,44.1192,0.1736
306.0,27.7714,0.2
111.0,76.2955,0.374
130.0,80.7666,0.2446
282.0,70.3598,0.1927
142.0,39.0128,0.0422
224.0,71.0106,0.0528
290.0,1185.847,0.1497
93.0,111.5404,0.8061
197.0,51.923,0.2776
89.0,65.025,0.8442
177.0,74.5453,0.2091
167.0,67.0671,0.0795
298.0,108.2705,0.1316
193.0,60.21,0.5514
180.0,45.9619,0.3156
295.0,64.3467,0.1856
53.0,75.5414,0.1829
289.0,64.5329,0.1527
157.0,87.8778,0.3188
115.0,55.9017,0.3095
135.0,50.3016,0.0335
256.0,46.8722,0.2754
293.0,39.9531,0.1086
22.0,71.7844,0.0831
239.0,41.14,0.0411
21.0,22.8035,0.0841
219.0,46.0679,0.2016
93.0,58.8727,0.5216
95.0,66.6877,0.4576
30.0,56.029,0.1174
32.0,65.7438,0.1024
185.0,137.1022,0.196
98.0,25.8118,-0.4219
121.0,73.4864,0.2923
168.0,122.0092,0.086
281.0,14.1156,0.1327
248.0,70.7001,0.2298
312.0,43.2001,0.2118
115.0,106.5129,0.2135
231.0,61.0123,0.3207
270.0,75.0417,0.1757
149.0,74.2159,0.2786
50.0,63.6946,0.1031
297.0,68.5292,0.1861
261.0,37.2156,0.3884
143.0,89.405,0.2777
328.0,59.4138,0.2647
66.0,87.6727,0.2954
269.0,59.785,0.4327
65.0,60.4669,0.1054
159.0,128.7866,0.0923
149.0,31.5159,0.2891
315.0,16.2788,0.2028
176.0,67.4166,0.1201
144.0,36.2215,-0.0238
254.0,14.2127,0.2284
94.0,99.6255,1.1616
136.0,50.5594,-0.0378
319.0,73.9797,0.2427
73.0,23.4094,2.0367
212.0,90.312,0.4548
57.0,54.7083,0.1739
148.0,45.511,0.1581
303.0,80.0656,0.2395
128.0,91.6365,0.6741
231.0,9.7082,0.3207
49.0,14.2127,0.1091
39.0,50.1597,0.1592
292.0,57.4674,0.0581
198.0,63.2949,0.1746
130.0,60.9118,0.2936
99.0,83.9836,0.534
185.0,69.8892,0.404
300.0,66.1532,0.351
279.0,115.0532,0.1708
130.0,22.0737,0.3241
113.0,98.326,0.2405
80.0,60.4587,2.9875
118.0,45.9619,0.4338
259.0,14.089,0.1319
285.0,35.3306,0.2822
135.0,72.2011,0.2775
182.0,25.894,0.1626
320.0,8.3815,0.0677
85.0,90.4489,-0.0108
135.0,7.0711,0.091
328.0,42.2641,0.1377
28.0,61.2413,0.0924
80.0,33.6155,2.9875
254.0,83.4341,0.2284
135.0,55.0091,0.091
255.0,21.0297,0.2504
101.0,32.2568,0.085
303.0,46.8028,0.128
108.0,37.4733,0.1548
34.0,28.9698,0.3508
284.0,16.9706,0.2487
333.0,46.2385,0.124
215.0,153.0294,0.1708
306.0,156.2706,0.1755
254.0,13.0,0.2469
304.0,66.0492,0.348
280.0,55.2268,1.0012
293.0,87.0014,0.1036
108.0,23.6907,0.1708
35.0,73.0068,0.2343
47.0,40.3113,0.1426
196.0,51.7904,0.356
278.0,21.8403,0.1183
183.0,24.3516,0.1206
176.0,30.2696,0.3136
187.0,44.5786,0.1845
108.0,87.7568,0.1708
75.0,75.5811,0.2482
21.0,138.4865,0.0841
73.0,1212.7087,1.4717
278.0,84.0,0.1588
145.0,69.4262,-0.0593
251.0,44.7214,0.2033
78.0,75.5066,0.728
98.0,53.6004,-0.1324
123.0,21.2426,0.2128
56.0,27.6586,0.0949
227.0,58.8919,0.2222
274.0,58.9173,0.9383
239.0,46.3276,0.1806
153.0,80.6257,0.0786
111.0,49.0408,0.374
39.0,94.7589,0.3402
91.0,29.6015,0.6906
41.0,80.6381,0.2352
257.0,85.8836,0.4109
120.0,45.2355,0.3023
186.0,115.5173,0.3765
47.0,15.5322,0.0841
148.0,76.6322,0.1661
160.0,70.2567,0.2022
252.0,15.3052,0.1418
86.0,21.6391,-0.1013
321.0,53.033,0.3742
5.0,40.783,0.225
249.0,43.0726,0.1643
147.0,51.6188,0.4201
58.0,58.1378,0.2394
189.0,54.0023,0.0355
153.0,17.1026,0.3621
11.0,85.4283,0.0634
78.0,12.6194,0.948
216.0,33.2453,0.4381
182.0,16.14,0.1061
332.0,58.5235,0.1515
74.0,63.9531,0.0132
289.0,92.6634,0.2227
335.0,56.2072,0.123
88.0,125.6344,0.3257
299.0,38.3308,0.3095
272.0,91.2318,0.2487
297.0,14.3265,0.1461
202.0,65.4618,0.4174
85.0,31.6938,-0.0208
194.0,15.0083,0.419
222.0,87.8208,0.0818
307.0,21.783,0.2672
181.0,89.244,0.0816
289.0,125.001,0.1557
27.0,56.4624,0.1469
275.0,25.9615,0.0918
142.0,39.2747,0.1072
217.0,12.3491,0.1726
181.0,37.1652,0.1366
328.0,113.0277,0.0482
167.0,40.7983,0.1745
97.0,24.9098,1.1726
37.0,53.2541,0.1793
203.0,159.0739,0.1124
50.0,80.5993,0.6131
258.0,43.4166,0.1534
244.0,111.904,0.2868
219.0,59.4138,0.6561
267.0,23.585,0.2242
332.0,26.2774,0.2635
201.0,97.2754,0.0209
183.0,56.0357,0.2516
273.0,19.8116,0.2002
186.0,46.1736,0.3765
105.0,86.0015,0.1958
306.0,121.3425,0.191
112.0,95.1236,0.614
250.0,28.8444,0.3408
166.0,36.2215,0.166
73.0,59.3507,-0.3453
161.0,51.5388,0.1357
311.0,36.5308,0.1767
11.0,54.6008,0.0854
142.0,77.5387,0.1347
310.0,54.6466,0.4172
101.0,66.5902,0.5545
308.0,62.5979,-0.0043
18.0,43.8463,0.1538
215.0,49.7041,0.4063
177.0,75.738,0.1946
151.0,17.7341,0.4046
50.0,48.585,0.1491
52.0,65.5934,0.1646
200.0,91.0082,0.2751
82.0,63.0635,2.582
289.0,8.3815,0.3817
168.0,111.9431,0.1315
165.0,53.9838,0.2825
154.0,75.6439,0.1378
306.0,80.2574,0.193
204.0,48.4381,0.3229
166.0,72.8097,0.162
309.0,56.4026,0.0882
229.0,80.7248,0.1432
207.0,35.7946,0.4069
21.0,69.5881,0.0821
157.0,48.9336,0.3413
279.0,87.5471,0.1708
98.0,126.0198,0.7796
24.0,53.0212,0.1881
22.0,29.0043,0.1466
321.0,18.5068,0.3742
237.0,105.9835,0.2521
320.0,53.9282,0.1647
46.0,49.2164,0.3311
213.0,12.3693,0.1428
21.0,102.3132,0.0651
254.0,36.0902,0.2469
76.0,78.7433,0.8567
124.0,156.5,0.3448
183.0,28.3637,0.1766
54.0,65.7001,0.3378
99.0,36.0902,0.2765
78.0,43.3503,1.0005
134.0,109.1788,-0.039
153.0,76.1577,0.3621
203.0,48.8109,0.2624
179.0,55.4707,0.2841
5.0,71.5681,0.1855
167.0,33.541,0.0795
175.0,50.2245,0.122
330.0,44.5112,0.368
37.0,47.016,0.1793
287.0,54.037,0.1812
8.0,85.4196,0.0959
92.0,22.8035,1.1966
200.0,47.8174,0.0165
86.0,49.5707,0.9667
166.0,37.054,0.162
180.0,36.4177,0.3966
266.0,62.1691,0.0437
200.0,79.1865,0.2751
4.0,98.0434,0.147
148.0,77.5403,0.1606
180.0,132.6216,0.3966
306.0,126.3616,0.2265
87.0,128.7245,1.9487
185.0,118.6971,0.073
144.0,65.1959,-0.1043
87.0,59.4138,1.9487
320.0,69.9035,0.0542
279.0,105.3055,0.0543
134.0,90.1388,0.2075
273.0,40.0406,0.2002
19.0,131.4772,0.3303
290.0,51.4417,0.2407
57.0,67.9577,0.0524
311.0,46.0896,0.2242
294.0,69.694,0.2606
21.0,80.5248,0.2221
178.0,58.258,0.2071
93.0,68.9964,-0.0379
264.0,144.261,0.1682
57.0,25.318,0.1729
315.0,11.7686,0.2028
187.0,181.8969,0.253
236.0,92.9624,0.2906
223.0,46.4462,0.5463
329.0,191.9753,0.3065
289.0,38.513,0.2227
106.0,62.1631,0.3328
286.0,21.1896,0.3162
115.0,94.0479,0.2135
15.0,45.1774,-0.1907
289.0,37.726,0.2227
35.0,46.543,0.4623
286.0,104.8725,0.3162
38.0,64.562,0.1693
147.0,46.3303,0.4981
22.0,62.0081,0.2036
187.0,36.3456,0.253
17.0,102.1494,0.2083
261.0,76.5278,0.3339
134.0,135.4889,0.1015
83.0,56.7737,0.194
22.0,148.6422,1.4366
142.0,84.7172,0.1347
226.0,45.6207,0.6053
61.0,89.5126,0.0979
38.0,65.9735,0.0438
32.0,108.6105,0.1034
26.0,34.9178,0.1039
44.0,73.2069,0.3776
54.0,102.5195,0.1538
79.0,94.1409,1.5165
212.0,63.6965,0.3783
257.0,77.0146,0.4109
75.0,59.397,0.7677
217.0,35.9201,0.1211
34.0,70.7001,0.2768
73.0,71.7809,4.4917
185.0,29.3002,0.196
114.0,65.025,0.29
276.0,115.1835,0.1043
247.0,45.1054,0.2848
153.0,52.9245,0.0786
166.0,39.3192,0.275
273.0,20.2608,0.1912
154.0,60.407,0.1818
303.0,1120.5215,0.328
139.0,114.1764,0.4932
198.0,78.2943,0.291
42.0,66.0946,0.1567
154.0,57.4913,0.2253
110.0,58.5854,0.38
195.0,31.0161,0.2895
250.0,52.2901,0.2028
165.0,93.0013,0.0765
54.0,55.1725,0.2758
130.0,57.8662,0.4321
314.0,45.7957,0.5893
181.0,31.197,0.2251
315.0,79.8389,0.1453
31.0,32.5038,0.1189
174.0,42.8632,0.209
168.0,38.461,0.327
85.0,144.9422,0.5542
136.0,93.4893,0.2667
256.0,37.3263,0.3804
100.0,142.7323,0.0005
44.0,46.3276,0.1446
191.0,72.624,0.0939
100.0,58.5171,-0.07
114.0,57.7235,0.29
252.0,22.8035,0.4663
83.0,86.4928,0.19
111.0,56.3937,0.5605
183.0,54.7403,0.1206
285.0,66.0076,0.2822
134.0,82.7179,0.1755
266.0,19.4165,0.0437
21.0,13.4164,0.1441
167.0,72.5827,0.0825
158.0,65.622,0.1423
78.0,54.8019,2.0375
310.0,6.364,0.2352
22.0,101.5972,0.1671
150.0,46.3303,0.0851
258.0,67.6849,0.0459
194.0,52.3689,0.2701
25.0,42.6907,0.1921
1.0,157.156,0.1975
192.0,41.0122,0.0404
292.0,107.1273,0.1771
119.0,65.8027,0.3143
155.0,58.6686,0.3358
290.0,62.0081,0.1497
193.0,57.4891,0.2109
143.0,188.7651,0.2312
38.0,59.5399,0.3878
159.0,51.3249,0.0983
293.0,117.8855,0.1456
159.0,74.6877,0.1433
19.0,14.0,0.3303
78.0,7.6322,1.9765
203.0,41.5482,0.0499
78.0,55.509,1.2395
34.0,21.095,0.2563
225.0,57.5022,0.0513
266.0,36.8409,0.5202
291.0,18.5068,0.2497
279.0,108.0463,0.1708
184.0,18.3576,-0.0945
317.0,82.1736,0.1487
280.0,29.8412,0.2297
202.0,44.5225,0.6429
103.0,88.0412,0.361
298.0,31.1809,0.2651
217.0,8.2462,0.4871
74.0,112.9889,0.1557
5.0,97.7663,0.1215
211.0,27.5136,0.2988
136.0,110.92,0.1177
285.0,72.5603,0.4067
79.0,45.0389,-0.5825
279.0,71.1688,0.1708
275.0,116.0873,0.0258
238.0,135.8354,0.1816
70.0,27.3724,2.0074
166.0,83.3847,0.166
300.0,58.0452,0.351
174.0,5.2202,0.2215
250.0,81.0015,0.2823
143.0,9.5131,0.2777
273.0,23.7171,0.5007
175.0,79.4292,0.121
239.0,101.5111,0.3861
197.0,30.2696,0.2091
291.0,78.9003,0.1202
333.0,36.0555,0.1595
122.0,69.1466,0.3958
122.0,52.1536,-0.0077
102.0,30.9556,0.068
146.0,10.8167,0.3426
73.0,31.3249,-0.0563
132.0,62.6279,0.55
245.0,91.8491,0.2648
296.0,110.7362,0.0621
28.0,33.234,0.0819
70.0,91.6652,0.5974
52.0,50.4876,0.2636
86.0,43.0813,-0.4743
291.0,116.5268,0.2812
305.0,98.8243,0.1555
178.0,53.5023,0.0216
15.0,64.3623,-0.1907
169.0,18.1728,0.3345
57.0,13.0863,0.0259
309.0,57.1402,0.0882
78.0,77.0146,1.4535
140.0,71.3863,0.3472
142.0,69.7316,0.1347
124.0,15.0,0.1163
57.0,102.7533,0.1308
289.0,38.5519,0.1172
30.0,74.3303,0.2049
216.0,82.3423,0.0781
34.0,60.5186,0.3158
239.0,90.2718,0.2556
127.0,154.1825,0.7386
86.0,44.0369,3.0962
301.0,34.0037,0.279
133.0,97.0168,0.204
270.0,59.3001,0.1167
207.0,37.0473,0.4069
179.0,40.5123,0.2841
