Department Name,Program Name,Source Fund Name,Account Code,Account Name,Budget
Board of Public Works,Public Works Accounting,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Board of Public Works,Public Works Personnel Services,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Board of Public Works,Public Works Board and Board Secretariat,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Clean Water Infrastructure,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Contract Administration,Construction Inspection,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Contract Administration,Construction Inspection,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Contract Administration,Contract Compliance,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Contract Administration,Contract Compliance,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Contract Administration,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Stormwater Facilities Engineering,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Development Services and Permits,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Mobility,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Mobility,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Public Buildings and Open Spaces,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Public Buildings and Open Spaces,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,General Public Improvements Engineering,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,Land Records,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,General Mapping and Survey Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Engineering,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Watershed Protection,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Watershed Protection,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Clean Water,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Solid Resources,General Fund,POSAN,As Needed Positions,2011-12 Adopted Budget
Bureau of Sanitation,Solid Resources,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Solid Resources,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,Technology Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Sanitation,General Administration and Support,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,Design and Construction,General Fund,POSAN,As Needed Positions,2011-12 Adopted Budget
Bureau of Street Lighting,Design and Construction,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,Design and Construction,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,Street Lighting Assessment,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Lighting,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,"Weed Abatement, Brush, and Debris Removal",General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,"Weed Abatement, Brush, and Debris Removal",General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Street Cleaning,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Maintaining Streets,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Aging,Senior Services,General Fund,POSSG,Civilian Regular Authority Positions,2012-13 Adopted Budget
Bureau of Street Services,Maintaining Streets,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Pavement Preservation,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Pavement Preservation,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Street Improvement Construction,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,Street Improvement Construction,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Bureau of Street Services,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Animal General Care,General Fund,POSCOMM,Commissioner Positions,2011-12 Adopted Budget
Zoo,Animal General Care,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Animal General Care,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Zoo,Animal Health Care,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Admissions,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Grounds Maintenance,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Custodial Services,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Public Relations and Marketing,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Education,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,"Planning, Development and Construction",General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,Technology Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Zoo,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Museums and Educational,Recreation and Parks Other Revenue,POSCOMM,Commissioner Positions,2011-12 Adopted Budget
Recreation and Parks,Museums and Educational,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Griffith Observatory,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Class Parks,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Youth Services and Intervention Programming,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Recreation Centers Programming,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Recreation Centers Programming,Recreation and Parks Other Revenue,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Other Recreation,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Aquatics,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Building and Facilities Maintenance,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Land Maintenance,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Land Maintenance,Recreation and Parks Other Revenue,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Capital Projects and Planning,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Capital Projects and Planning,Recreation and Parks Other Revenue,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Expo Center,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,Information Technology,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,General Administration and Support,Recreation and Parks Other Revenue,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Recreation and Parks,General Administration and Support,Recreation and Parks Other Revenue,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,Sustainable Transportation,General Fund,POSCOMM,Commissioner Positions,2011-12 Adopted Budget
Transportation,Sustainable Transportation,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Transit Planning and Land Use,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Transportation Infrastructure and Project Delivery,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Transportation Infrastructure and Project Delivery,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,"Parking Facilities, Meters, and Operations",General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,"Parking Facilities, Meters, and Operations",General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,Parking Enforcement Services,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Parking Citation Processing Services,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Streets and Sign Management,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Streets and Sign Management,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,District Offices,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,District Offices,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,Traffic Signals and Systems,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Traffic Signals and Systems,General Fund,RESSG,Civilian Resolution Authority Positions,2011-12 Adopted Budget
Transportation,Audits and Investigations,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Public Information,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Public Transit Services,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,Technology Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
Transportation,General Administration and Support,General Fund,POSSG,Civilian Regular Authority Positions,2011-12 Adopted Budget
