ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
311,K265,13K265,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),K265,101 PARK AVENUE,K,13,317,,1,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),0,3,5,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-96.065663 39.188744),8070,,,,
740,M099,84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3(MN),M224,410 EAST 100 STREET,M,4,906,410 EAST 100 STREET CONSOLIDATED LOCATION,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-73.942065 40.785467),12426,7,4,35,14
1076,Q043,27Q043,PS 43(QUEENS),Q043,160 BEACH 29 STREET,Q,27,836,,1,PS 43(QUEENS),1,3,6,2,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-71.827118 41.35149),5391,,,,
6,K003,13K003,PS 3(BROOKLYN),K003,50 JEFFERSON AVENUE,K,13,336,,1,PS 3(BROOKLYN),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-71.037008 42.411605),16883,,,,
873,M223,06M223,PS 223(MANHATTAN),M223,71-111 CONVENT AVE,M,6,288,,1,PS 223(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.952884 40.815746),12424,37,4,36,17
122,K105,20K105,PS 105(BS),K105,1031 59 STREET,K,20,1511,,1,PS 105(BS),0,1,0,1,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-122.280486 37.842578),1485,,,,
251,K218,19K683,"The School for Classics: An Academy of Thinkers, W",K683,370 Fountain Ave,K,19,231,370 FOUNTAIN AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.874197 40.670721),17215,45,2,25,47
1151,Q126,30Q126,IS 126 ALBERT SHANKER SCHOOL FOR VISUAL & PERFORMING ARTS(QN),Q126,31-51 21 STREET,Q,30,656,,1,IS 126 ALBERT SHANKER SCHOOL FOR VISUAL & PERFORMING ARTS(QN),0,3,1,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.930661 40.766328),16863,39,3,4,72
383,K314,20K503,PS 503: The School of Discovery,K503,330 59th St,K,20,1077,330 59 STREET CONSOLIDATED LOCATION,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,POINT (-74.019077 40.642177),18180,9,2,7,45
878,M271,02M217,PS/IS 217 ROOSEVELT ISLAND(MN),M217,645 MAIN STREET,M,2,527,,1,PS/IS 217 ROOSEVELT ISLAND(MN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-75.979231 39.148135),9643,,,,
443,K398,17K770,P.S. 770 New American Academy,K770,60 EAST 94 STREET,K,17,249,60 EAST 94 STREET CONSOLIDATED LOCATION,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.92737 40.663934),17614,61,2,17,40
655,M030,75M138,PS 138,M138,144-176 East 128 St.,M,5,603,144-176 East 128 St. CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-84.369694 43.009296),9393,,,,
512,K470,17K471,GEORGE W. WINGATE HS GED (BS),K531,600 KINGSTON AVENUE,K,17,GED PROGRAM,600 KINGSTON AVENUE CONSOLIDATED LOCATION,5,GEORGE WINGATE HS(BS) |GEORGE W. WINGATE HS GED (BS) |THE SCHOOL FOR HUMAN RIGHTS(BROOKLYN) | Brooklyn Institute for Liberal Arts |HS FOR PUBLIC SERVICE HEROES OF TOMORROW(BS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-73.942431 40.658787),16866,17,2,11,44
616,K917,22K555,BROOKLYN COLLEGE CAMPUS(BS),K555,2900 BEDFORD AVENUE,K,15,614,,1,BROOKLYN COLLEGE CAMPUS(BS),0,1,2,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.952638 40.63166),17217,60,2,26,43
273,K235,18K235,PS 235 LENOX SCHOOL(BS),K235,525 LENOX ROAD,K,18,1231,,1,PS 235 LENOX SCHOOL(BS),0,4,0,1,3,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.94088 40.6547),16866,61,2,17,40
677,M045,84M335,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),M335,2351 FIRST AVENUE,M,4,705,2351 FIRST AVENUE CONSOLIDATED LOCATION,3,COALITION SCHOOL FOR SOCIAL CHANGE(MN)| RIVER EAST ELEMENTARY (MANHATTAN|HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)|2351 FIRST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-87.38128 39.478451),16522,,,,
205,K175,,226 BRISTOL STREET CONSOLIDATED LOCATION,,226 BRISTOL STREET,K,23,327,226 BRISTOL STREET CONSOLIDATED LOCATION,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,0,4,5,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-78.848003 42.881722),2231,,,,
599,K845,,330 18 STREET CONSOLIDATED LOCATION,,330 18 STREET,K,15,983,330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-95.811361 37.533427),21616,,,,
1044,Q010,30Q010,IS 10 HORACE GREELEY(QN),Q010,45-11 31 AVENUE,Q,30,749,,1,IS 10 HORACE GREELEY(QN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-81.697056 26.171828),18818,,,,
861,M198,02M077,PS 77 (MANHATTAN) Lower Lab,M077,1700 THIRD AVENUE,M,2,358,1700 THIRD AVENUE CONSOLIDATED LOCATION,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-122.069687 37.919507),1185,,,,
1187,Q161,28Q161,PS 161(QUEENS),Q161,101-33 124 STREET,Q,28,648,,1,PS 161(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.821515 40.690467),24015,46,3,46,60
11,K009,13K009,P.S. 009 Teunis G. Bergen,K009,80 UNDERHILL AVENUE,K,13,773,,1,P.S. 009 Teunis G. Bergen,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.965492 40.678376),13829,16,2,48,49
1081,Q050,28Q050,PS 50(QUEENS),Q050,143-26 101 AVENUE,Q,28,731,,1,PS 50(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.807021 40.695337),24670,41,3,46,61
389,K317,13K133,PS 133(BS),K133,375 BUTLER STREET,K,13,721,,1,PS 133(BS),0,2,3,0,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.980606 40.679669),17619,14,2,27,50
388,K316,,750 CLASSON AVENUE CONSOLIDATED LOCATION,,750 CLASSON AVENUE,K,17,651,750 CLASSON AVENUE CONSOLIDATED LOCATION,2,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,0,2,1,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.960241 40.674438),13829,16,2,48,49
57,K040,16K040,PS 40,K040,265 RALPH AVENUE,K,16,293,265 RALPH AVENUE CONSOLIDATED LOCATION,2,PS 40 |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.922178 40.680114),13516,69,2,17,52
1146,Q121,28Q121,PS 121(QS),Q121,126-10 109 AVENUE,Q,28,873,,1,PS 121(QS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-97.696206 30.419953),3243,,,,
534,K500,18K642,URBAN ACTION ACADEMY(BROOKLYN),K642,1600 ROCKAWAY PARKWAY,K,18,236,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.897959 40.641223),13827,5,2,8,42
553,K580,,105 Tech Place CONSOLIDATED LOCATION,,105 Tech Place,K,13,954,105 Tech Place CONSOLIDATED LOCATION,2,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) | CITY POLYTECHNIC HS OF ENGINEERING ARCHITECTURE & TECHNOLOGY(BN) |105 Tech Place CONSOLIDATED LOCATION,2,4,9,4,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.983788 40.694821),16865,68,2,48,54
146,K126,14K126,JHS 126(BN),K126,424 LEONARD STREET,K,14,374,,1,JHS 126(BN),2,4,5,4,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-83.791619 32.097119),22482,,,,
502,K460,,237 SEVENTH AVENUE CONSOLIDATED LOCATION,,237 SEVENTH AVENUE,K,15,1104,237 SEVENTH AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  John Jay HS | 237 7 AVENUE CONSOLIDATED LOCATION,1,10,38,7,2,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-147.345471 64.748749),23660,,,,
1177,Q153,24Q153,PS 153(QUEENS),Q153,60-02 60 LANE,Q,24,1157,,1,PS 153(QUEENS),0,0,1,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-116.018845 44.337395),12603,,,,
797,M140,01M140,PS 140 NATHAN STRAUS(MS),M140,123 Ridge St,M,1,364,,1,PS 140 NATHAN STRAUS(MS),0,1,7,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-71.160782 41.695662),1334,,,,
715,M076,03M076,PS 76(MANHATTAN),M076,220 WEST 121 STREET,M,3,439,,1,PS 76(MANHATTAN),0,1,3,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-89.956037 34.325398),16509,,,,
475,K435,,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,400 PENNSYLVANIA AVENUE,K,19,1008,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,1,11,44,3,8,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-104.779923 37.62986),12679,,,,
1251,Q212,30Q212,PS 212(QUEENS),Q212,34-25 82 STREET,Q,30,758,,1,PS 212(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-101.889332 33.519775),9431,,,,
814,M153,06M368,HAMILTON HEIGHTS SCHOOL (MN),M368,1750 AMSTERDAM AVENUE,M,6,171,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,PS 153(MANHATTAN)|HAMILTON HEIGHTS SCHOOL (MN)|1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.946889 40.826215),12428,37,4,23,19
698,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,,610 EAST  12 STREET,M,1,565,610 EAST  12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,0,1,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.67324 43.008863),208,,,,
746,M107,04M680,THE HERITAGE SCHOOL(MANHATTAN),M680,1680 LEXINGTON AVENUE,M,4,248,,1,THE HERITAGE SCHOOL(MANHATTAN),2,1,4,0,3,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.946541 40.791882),12426,7,4,35,14
915,M460,02M374,GRAMMERCY ARTS HS(MS),M374,40 IRVING PLACE,M,2,394,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-75.003693 40.152439),6974,,,,
947,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,317 EAST  67 STREET,M,2,1340,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,0,2,2,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-81.965207 34.94895),14044,,,,
1066,Q032,25Q032,PS 32(QUEENS),Q032,171-11 35 AVENUE,Q,25,945,,1,PS 32(QUEENS),1,0,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.794429 40.764736),14193,22,3,20,67
342,K289,17K289,PS 289(BROOKLYN),K289,900 ST. MARKS AVENUE,K,17,359,,1,PS 289(BROOKLYN),0,2,1,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.942392 40.674798),17615,16,2,49,49
1049,Q015,29Q015,PS 15(QUEENS),Q015,121-15 LUCAS STREET,Q,29,418,,1,PS 15(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.757272 40.685785),15313,41,3,6,71
539,K515,18K567,BROOKLYN THEATRE ARTS HS (BS),K567,6565 Flatlands Ave,K,18,299,6565 Flatlands Avenue CONSOLIDATED LOCATION,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.916477 40.633516),13827,5,2,8,42
157,K137,23K271,IS/JHS 271(BN),K522,1137 HERKIMER STREET,K,23,160,121 SARATOGA AVENUE CONSOLIDATED LOCATION,2,PS 137  | IS 271 |121 Saratoga Avenue Consolidated Plan,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.915741 40.677791),13516,55,2,17,46
1240,Q202,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,,138-30 LAFAYETTE STREET,Q,27,1586,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0,2,12,0,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-90.07619 30.357766),29378,,,,
932,M470,03M404,INNOVATION DIPLOMA PLUS(MANHATTAN),M404,145 WEST 84 STREET,M,3,161,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-76.498753 38.977619),28576,,,,
670,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,,509 WEST 129 STREET,M,5,539,509 WEST 129 STREET CONSOLIDATED LOCATION,3,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies | 509 WEST 129 STREET CONSOLIDATED LOCATION,1,3,12,1,3,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-89.013902 33.901307),8564,,,,
829,M165,03M862,MOTT HALL II(MN),M862,234 WEST 109 STREET,M,3,348,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-89.956041 34.325755),16509,,,,
178,K155,23K155,PS 155(BROOKLYN),K155,1355 HERKIMER STREET,K,23,381,,1,PS 155(BROOKLYN),1,0,6,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.908668 40.6774),13516,55,2,37,46
1100,Q069,30Q069,PS 69(QUEENS),Q069,77-02 37 AVENUE,Q,30,983,,1,PS 69(QUEENS),1,0,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.888567 40.749297),14783,65,3,5,73
408,K332,,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,,51 CHRISTOPHER AVENUE,K,23,1339,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,2,Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,0,2,2,2,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.906466 40.672095),17614,55,2,37,46
1212,Q183,27Q183,PS 183(QUEENS),Q183,245 BEACH 79 STREET,Q,27,500,,1,PS 183(QUEENS),1,1,4,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-102.413394 34.82923),29192,,,,
900,M440,02M419,LANDMARK HS(MS),M419,351 WEST 18 STREET,M,2,278,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-86.123522 42.781097),12476,,,,
189,K165,23K165,PS 165(BROOKLYN),K165,76 LOTT AVENUE,K,23,161,,1,PS 165(BROOKLYN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.911041 40.657454),17614,55,2,25,46
1000,M660,02M413,SCHOOL OF THE FUTURE HS(MANHATTAN),M413,127 EAST 22 STREET,M,2,653,,1,SCHOOL OF THE FUTURE HS(MANHATTAN),1,2,5,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-84.645572 42.647379),602,,,,
1133,Q107,25Q107,PS 107(QN),Q107,167-02 45 AVENUE,Q,25,887,,1,PS 107(QN),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.799406 40.756002),14193,22,3,20,67
42,K027,15K676,RED HOOK NEIGHBORHOOD SCHOOL(BROOKLYN),K676,27 HUNTINGTON STREET,K,15,173,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Agnes Humphrey School for Leadership|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-74.454772 40.504599),30129,,,,
782,M131,02M131,MS 131(MS),M131,100 HESTER STREET,M,2,448,100 HESTER STREET CONSOLIDATED LOCATION,3,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.993424 40.716659),11723,70,4,32,2
709,M070,02M414,NYC MUSEUM SCHOOL(MS),M414,333 WEST 17TH STREET,M,2,327,333 WEST 17TH STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-86.122459 42.782031),12476,,,,
841,M176,,4862 BROADWAY CONSOLIDATED LOCATION,,4862 BROADWAY,M,6,672,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.923874 40.866747),13092,47,4,39,22
25,K017,14K017,PS 17(BROOKLYN),K017,208 NORTH 5 STREET,K,14,259,,1,PS 17(BROOKLYN),1,0,1,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-94.875129 39.757166),29485,,,,
974,M535,02M296,HS OF HOSPITALITY MANAGEMENT(MS),M296,525 WEST 50TH STREET,M,2,316,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-80.127267 25.826427),24833,,,,
887,M282,,26 BROADWAY CONSOLIDATED LOCATION,,26 BROADWAY,M,2,955,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School | Urban Assembly School of Business for Young Women l 26 BROADWAY CONSOLIDATED LOCATION,0,3,9,0,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-70.296782 43.693968),14340,,,,
292,K252,18K588,Middle School for Art and Philosophy,K588,1084 LENOX ROAD,K,18,188,1084 LENOX ROAD CONSOLIDATED LOCATION,2,Middle School for Art and Philosophy|  KINGS COLLEGIATE CHARTER SCHOOL(BS)|  1084 LENOX ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.920432 40.658108),17614,61,2,17,40
304,K260,19K260,PS 260(BROOKLYN),K325,875 WILLIAMS AVENUE,K,19,205,,1,PS 260(BROOKLYN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-81.323727 28.934525),3785,,,,
323,K272,18K272,PS 272(BROOKLYN),K272,101-24 SEAVIEW AVENUE,K,18,433,,1,PS 272(BROOKLYN),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.886598 40.635728),13827,5,2,8,42
568,K655,15K447,The Math & Science Exploratory School,K447,345 DEAN STREET,K,15,528,345 DEAN STREET CONSOLIDATED LOCATION,2,The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.980527 40.683647),17619,68,2,38,54
439,K395,22K109,PS 109(BS),K109,1001 EAST 45TH STREET,K,22,648,,1,PS 109(BS),0,3,4,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-95.079601 39.103461),26366,,,,
37,K023,,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,545 WILLOUGHBY AVENUE,K,14,453,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,2,P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.947768 40.694039),17213,69,2,49,51
1246,Q206,28Q206,PS 206(QUEENS),Q206,61-21 97 PLACE,Q,28,559,,1,PS 206(QUEENS),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.861395 40.733935),14785,40,3,28,70
26,K018,14K018,PS 18(BROOKLYN),K018,101 MAUJER STREET,K,14,165,,1,PS 18(BROOKLYN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.946881 40.710608),17213,36,2,30,56
652,M025,01M515,Lower East Side Preparatory High School,M378,145 STANTON STREET,M,1,479,145 STANTON STREET CONSOLIDATED LOCATION,3,Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.985734 40.720616),11723,70,4,50,4
261,K224,19K224,PS 224(BROOKLYN),K224,755 WORTMAN AVENUE,K,19,397,,1,PS 224(BROOKLYN),0,1,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.866472 40.664007),17215,45,2,25,47
393,K320,17K375,PS 375(BROOKLYN),K375,46 MCKEEVER PLACE,K,17,356,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-94.302892 36.49436),32607,,,,
52,K035,16K035,M.S. 035 Stephen Decatur,K035,272 MCDONOUGH STREET,K,16,241,272 MCDONOUGH STREET CONSOLIDATED LOCATION,2,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-82.869972 34.117708),10860,,,,
1058,Q025,25Q025,IS 25(QN),Q025,34-65 192 STREET,Q,25,1021,34-65 192 STREET CONSOLIDATED LOCATION,2,I.S. 025 Adrien Block |  World Journalism Preparatory: A College Board Scho |  34-65 192 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,POINT (-97.660449 35.21833),27582,,,,
