all/school_crime.ID,all/school_crime.Building Code,all/school_crime.DBN,all/school_crime.Location Name,all/school_crime.Location Code,all/school_crime.Address,all/school_crime.Borough,all/school_crime.Geographical District Code,all/school_crime.Register,all/school_crime.Building Name,all/school_crime.# Schools,all/school_crime.Schools in Building,all/school_crime.Major N,all/school_crime.Oth N,all/school_crime.NoCrim N,all/school_crime.Prop N,all/school_crime.Vio N,all/school_crime.ENGroupA,all/school_crime.RangeA,all/school_crime.AvgOfMajor N,all/school_crime.AvgOfOth N,all/school_crime.AvgOfNoCrim N,all/school_crime.AvgOfProp N,all/school_crime.AvgOfVio N,all/school_crime.New Georeferenced Column,all/school_crime.Zip Codes,all/school_crime.Community Districts,all/school_crime.Borough Boundaries,all/school_crime.City Council Districts,all/school_crime.Police Precincts
565,K650,76K640,HARRY VAN ARSDALE HS(BN),K640,257 NORTH 6 STREET,K,14,SCHOOL CLOSED,257 NORTH 6 STREET CONSOLIDATED LOCATION,5,BROOKLYN PREPARATORY HS(BN) |WILLIAMSBURG HS FOR ARCHITECTURE & DESIGN(BROOKLYN) | WILLIAMSBURG PREPARATORY SCHOOL(BROOKLYN) | HARRY VAN ARSDALE HS(BN) |HARRY VAN ARSDALE HS GED(BN)  |257 NORTH 6 STREET CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-79.59885 40.020163),10084,,,,
486,K449,14K449,THE BROOKLYN LATIN SCHOOL(BROOKLYN),K449,325 Bushwick Ave,K,14,482,,1,THE BROOKLYN LATIN SCHOOL(BROOKLYN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.939232 40.704801),17213,36.0,2.0,30.0,56.0
1060,Q025,,34-65 192 STREET CONSOLIDATED LOCATION,,34-65 192 STREET,Q,25,1512,34-65 192 STREET CONSOLIDATED LOCATION,2,I.S. 025 Adrien Block |  World Journalism Preparatory: A College Board Scho |  34-65 192 STREET CONSOLIDATED LOCATION,0.0,1.0,6.0,1.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-97.660449 35.21833),27582,,,,
795,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,6 EDGECOMBE AVENUE,M,5,707,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,2.0,16.0,18.0,5.0,10.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.947623 40.817461),12427,18.0,4.0,36.0,20.0
747,M108,04M108,PS 108(MN),M108,1615 MADISON AVENUE,M,4,452,,1,PS 108(MN),0.0,1.0,2.0,1.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.449591 39.374516),27415,,,,
865,M200,05M200,PS 200(MANHATTAN),M200,2589 SEVENTH AVENUE,M,5,354,,1,PS 200(MANHATTAN),0.0,1.0,3.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.936898 40.824454),13097,18.0,4.0,36.0,20.0
206,K176,20K176,PS 176(BROOKLYN),K176,1225 69 STREET,K,20,1352,,1,PS 176(BROOKLYN),0.0,1.0,1.0,1.0,0.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-74.005541 40.624695),13511,10.0,2.0,44.0,41.0
1099,Q068,24Q068,PS 68 CAMBRIDGE(QUEENS),Q068,59-09 Saint Felix Ave.,Q,24,590,,1,PS 68 CAMBRIDGE(QUEENS),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.897149 40.696649),15310,54.0,3.0,34.0,62.0
1890,X450,,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,,1980 LAFAYETTE AVENUE,X,8,1918,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,6,Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Gotham Collaborative HS|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,2.0,11.0,52.0,4.0,7.0,9C,1751-2000,1.35,4.73,18.5,2.46,2.92,POINT (-73.855917 40.822334),11611,58.0,5.0,31.0,26.0
657,M030,85M030,P.S. 030 Hernandez/Hughes,M030,144-176 East 128 St.,M,85,240,144-176 East 128 St. CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-84.369694 43.009296),9393,,,,
970,M520,02M520,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),M520,411 PEARL STREET,M,2,183,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-81.595475 27.915813),1310,,,,
1468,R057,31R057,PS 57(STATEN ISLAND),R057,140 PALMA DRIVE,R,31,631,,1,PS 57(STATEN ISLAND),0.0,0.0,5.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.083588 40.611627),10691,4.0,1.0,13.0,74.0
877,M267,02M267,EAST SIDE ELEMENTARY SCHOOL PS 267(MN),M267,213 East 63 St.,M,2,393,,1,EAST SIDE ELEMENTARY SCHOOL PS 267(MN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-89.944287 34.318527),16509,,,,
1633,X101,08X101,PS 101(XE),X101,2750 LAFAYETTE AVENUE,X,8,520,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 100 |  PS101 |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.829683 40.827515),11274,43.0,5.0,12.0,28.0
668,M043,05M367,Academy for Social Action: A College Board School,M367,509 West 129th St,M,5,61,509 WEST 129 CONSOLIDATED LOCATION,3,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies | 509 WEST 129 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-89.013902 33.901307),8564,,,,
1103,Q072,28Q072,MS 72(QS),Q072,133-25 GUY BREWER BOULEVARD,Q,28,380,,1,MS 72(QS),0.0,2.0,4.0,2.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-78.075187 34.99876),15369,,,,
1439,R030,31R030,PS 30(STATEN ISLAND),R030,200 WARDWELL AVENUE,R,31,807,,1,PS 30(STATEN ISLAND),0.0,1.0,0.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.132738 40.618049),10700,4.0,1.0,14.0,75.0
675,M045,02M409,COALITION SCHOOL FOR SOCIAL CHANGE(MN),M409,2351 FIRST AVENUE,M,2,81,2351 FIRST AVENUE CONSOLIDATED LOCATION,3,COALITION SCHOOL FOR SOCIAL CHANGE(MN)| RIVER EAST ELEMENTARY (MANHATTAN|HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)|2351 FIRST AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-87.38128 39.478451),16522,,,,
1237,Q201,25Q201,PS 201(QUEENS),Q201,65-11 155 STREET,Q,25,433,,1,PS 201(QUEENS),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.813364 40.736534),14509,25.0,3.0,24.0,65.0
125,K108,19K108,PS 108(BN),K108,200 LINWOOD STREET,K,19,847,,1,PS 108(BN),1.0,0.0,0.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-70.969951 42.475916),7893,,,,
1278,Q234,,30-14 30 STREET CONSOLIDATED LOCATION,,30-14 30 STREET,Q,30,619,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,0.0,2.0,0.0,0.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-101.880483 33.567008),8998,,,,
1764,X174,08X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE & TECHNOLOGY APPLICATIONS(XE),X367,456 WHITE PLAINS ROAD,X,8,617,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence |  Archimedes Academy for Math, Science and Technology |  The Bronx Mathematics Preparatory School |  456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",,,,,,4C,501-750,,,,,,POINT (-81.729256 35.006166),23236,,,,
643,M017,02M408,PROFESSIONAL PERFORMING ARTS SCHOOL-PPAS(MS),M408,328 WEST 48 STREET,M,2,435,328 WEST 48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-82.566745 27.55681),3685,,,,
1331,Q435,,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,Q,26,1271,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,2,Business Technology Early College High School |  Martin Van Buren High School |  230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,1.0,11.0,22.0,6.0,3.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.739143 40.732982),24336,63.0,3.0,16.0,63.0
95,K073,23K073,PS 73(BROOKLYN),K073,251 MCDOUGAL STREET,K,23,SCHOOL CLOSED,,1,PS 73(BROOKLYN),0.0,3.0,2.0,3.0,0.0,,,,,,,,POINT (-112.332918 43.193965),17352,,,,
309,K263,,210 CHESTER STREET CONSOLIDATED LOCATION,,210 CHESTER STREET,K,23,717,210 CHESTER STREET CONSOLIDATED LOCATION,2,P.S./I.S. 323 |  Mott Hall Bridges Academy |210 CHESTER STREET CONSOLIDATED LOCATION,0.0,3.0,4.0,2.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-92.00453 30.248481),457,,,,
1925,X779,10X315,PS 315(BRONX),X315,2246 JEROME AVENUE,X,10,247,,1,PS 315(BRONX),0.0,0.0,1.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.904088 40.858048),10931,6.0,5.0,29.0,29.0
696,M061,01M315,THE EAST VILLAGE COMMUNITY SCHOOL(MANHATTAN),M315,610 EAST 12 STREET,M,1,289,610 EAST 12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-83.67324 43.008863),208,,,,
1398,Q744,24Q296,PAN AMERICAN INTERNATIONAL HS(QN),Q296,45-10 94th St,Q,24,371,45-10 94th St CONSOLIDATED LOCATION,3,Civic Leadership Academy |  Pan American International High School  |   VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.870547 40.743357),14784,66.0,3.0,5.0,68.0
1122,Q095,29Q095,PS 95(QUEENS),Q095,179-01 90 AVENUE,Q,29,1501,,1,PS 95(QUEENS),0.0,0.0,1.0,0.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-73.783122 40.710693),24340,41.0,3.0,6.0,61.0
377,K309,,794 MONROE STREET CONSOLIDATED LOCATION,,794 MONROE STREET,K,16,1506,794 MONROE STREET CONSOLIDATED LOCATION,2,P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-86.44529 42.103577),4196,,,,
1196,Q168,25Q255,P255(QS),Q255,158-40 76th Road,Q,25,413,158-40 76th Road CONSOLIDATED LOCATION,4,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  JHS 168|  158-40 76 ROAD CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-73.809394 40.724557),14508,25.0,3.0,24.0,65.0
965,M510,01M650,CASCADE HS FOR TEACHING & LEARNING(MS),M650,198 FORSYTH STREET,M,1,132,198 Forsyth Street CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.990733 40.722532),11723,70.0,4.0,32.0,2.0
1072,Q038,29Q038,PS 38(QUEENS),Q038,135-21 241 STREET,Q,29,272,,1,PS 38(QUEENS),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-97.485091 35.337167),560,,,,
663,M040,02M255,MS 255 SALK SCHOOL OF SCIENCE(MS),M255,319 East 19th St,M,2,388,319 East 19th St CONSOLIDATED LOCATION,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-82.661532 34.508907),9931,,,,
755,M114,02M114,EAST SIDE MIDDLE SCHOOL(MN),M114,331 East 91 Street,M,2,450,,1,EAST SIDE MIDDLE SCHOOL(MN),0.0,0.0,3.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-83.596627 42.59067),7641,,,,
239,K207,22K207,PS 207(BROOKLYN),K207,4011 FILLMORE AVENUE,K,22,1210,,1,PS 207(BROOKLYN),0.0,1.0,3.0,0.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.929919 40.613478),13825,5.0,2.0,8.0,38.0
1860,X423,,1551 EAST 172ND STREET CONSOLIDATED LOCATION,,1551 EAST 172ND STREET,X,12,815,1551 EAST 172ND STREET CONSOLIDATED LOCATION,2,Mott Hall V |  THE CINEMA SCHOOL |  1551 EAST 172ND STREET CONSOLIDATED LOCATION,0.0,2.0,5.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.877455 40.831459),11610,58.0,5.0,31.0,26.0
394,K320,,46 MCKEEVER PLACE CONSOLIDATED LOCATION,,46 MCKEEVER PLACE,K,17,530,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,0.0,1.0,6.0,0.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-94.302892 36.49436),32607,,,,
944,M480,02M459,Manhattan International High School,M459,317 East 67th St,M,2,253,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-81.965207 34.94895),14044,,,,
1193,Q168,25Q168,JHS 168(QS),Q168,158-40 76th Road,Q,25,SCHOOL CLOSED,158-40 76th Road CONSOLIDATED LOCATION,4,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  JHS 168|  158-40 76 ROAD CONSOLIDATED LOCATION",,,,,,,,,,,,,POINT (-73.809394 40.724557),14508,25.0,3.0,24.0,65.0
601,K852,22K326,PS 326(BROOKLYN),K326,1800 UTICA AVENUE,K,22,160,,1,PS 326(BROOKLYN),0.0,0.0,1.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.927909 40.628587),13825,5.0,2.0,8.0,38.0
429,K383,32K383,J.H.S. 383 Philippa Schuyler,K383,1300 GREENE AVENUE,K,32,862,1300 GREENE AVENUE CONSOLIDATED LOCATION,2,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,POINT (-73.91947 40.698094),13828,42.0,2.0,37.0,53.0
1256,Q217,28Q217,JHS 217(QS),Q217,85-05  144 STREET,Q,28,1694,,1,JHS 217(QS),0.0,2.0,13.0,0.0,2.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-73.812288 40.710706),24670,25.0,3.0,24.0,65.0
1473,R062,31R062,PS 062R,R062,644 Bloomingdale Road,R,31,196,,1,PS 062R,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-74.217944 40.541644),10696,15.0,1.0,9.0,77.0
1833,X405,08X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL (XE),X348,3000 EAST TREMONT AVENUE,X,8,295,3000 EAST TREMONT AVE CONSOLIDATED LOCATION,6,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.837651 40.840314),11270,43.0,5.0,12.0,28.0
846,M187,06M187,PS 187(MANHATTAN),M187,349 CABRINI BOULEVARD,M,6,778,349 CABRINI BOULEVARD CONSOLIDATED LOCATION,3,PS 188 THE ISLAND SCHOOL(MANHATTAN)| GIRLS PREPARATORY CHARTER(MS)|  442 EAST HOUSTON STREET CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,POINT (-73.937457 40.856209),13098,47.0,4.0,39.0,22.0
1187,Q161,28Q161,PS 161(QUEENS),Q161,101-33 124 STREET,Q,28,648,,1,PS 161(QUEENS),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.821515 40.690467),24015,46.0,3.0,46.0,60.0
1125,Q098,26Q098,PS 98(QUEENS),Q098,40-20 235 STREET,Q,26,268,,1,PS 98(QUEENS),0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-81.51867 41.617239),8116,,,,
1322,Q420,29Q248,QUEENS PREPARATORY ACADEMY(QUEENS),Q248,143-10 SPRINGFIELD BOULEVARD,Q,29,337,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S|  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-83.724834 32.906754),22850,,,,
56,K039,15K039,PS 39(BROOKLYN),K039,417 SIXTH AVENUE,K,15,415,,1,PS 39(BROOKLYN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-93.625137 41.587432),16801,,,,
11,K009,13K009,P.S. 009 Teunis G. Bergen,K009,80 UNDERHILL AVENUE,K,13,773,,1,P.S. 009 Teunis G. Bergen,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.965492 40.678376),13829,16.0,2.0,48.0,49.0
1915,X655,07X557,MOTT HAVEN COMMUNITY HS(XW),X557,455 SOUTHERN BOULEVARD,X,7,163,455 SOUTHERN BOULEVARD CONSOLIDATED LOCATION,3,H.E.R.O. HS |  Mott Haven Community High School|  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-84.616431 37.045123),605,,,,
921,M460,71M901,WASHINGTON IRVING EVENING SCHOOL,M902,40 IRVING PLACE,M,2,EVENING SCHOOL,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-75.003693 40.152439),6974,,,,
1849,X415,11X542,PELHAM PREPARATORY ACADEMY(XE),X542,925 ASTOR AVENUE,X,11,387,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science|Astor Collegiate Academy|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|Christopher Columbus GED|Christopher Columbus YABC|925 ASTOR AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.860704 40.859662),11607,59.0,5.0,12.0,32.0
534,K500,18K642,URBAN ACTION ACADEMY(BROOKLYN),K642,1600 ROCKAWAY PARKWAY,K,18,236,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.897959 40.641223),13827,5.0,2.0,8.0,42.0
579,K776,22K776,PS 152 ANNEX(BS),K776,1087 Ocean Ave,K,22,ANNEX,,1,PS 152 ANNEX(BS),2.0,0.0,0.0,2.0,0.0,,,,,,,,POINT (-74.049291 40.044097),28397,,,,
550,K577,14K517,CONSELYEA PREPARATORY SCHOOL (BN),K517,208 NORTH 5 STREET,K,14,1033,,1,CONSELYEA PREPARATORY SCHOOL (BN),0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-94.875129 39.757166),29485,,,,
1605,X082,,1700 MACOMBS ROAD CONSOLIDATED LOCATION,,1700 MACOMBS ROAD,X,9,1079,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,1.0,1.0,4.0,1.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.916026 40.849528),10931,6.0,5.0,29.0,29.0
138,K117,13K412,BROOKLYN COMMUNITY HS OF COMMUNICATION ARTS & MEDIA(BN),K412,300 Willoughby Ave,K,13,355,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,Brooklyn Community High School of Communication Arts and Media |  JHS 117 |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.958368 40.692701),17212,69.0,2.0,38.0,51.0
278,K238,21K238,PS 238(BROOKLYN),K238,1633 EAST 8 STREET,K,21,548,,1,PS 238(BROOKLYN),0.0,1.0,0.0,1.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-95.968241 36.149842),21979,,,,
955,M490,03M492,HS FOR LAW ADVOCACY & COMMUNITY JUSTICE(MN),M492,122 AMSTERDAM AVENUE,M,3,358,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-74.277678 40.657145),17004,,,,
1578,X067,,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,2024 MOHEGAN AVENUE,X,12,869,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,4.0,6.0,9.0,7.0,3.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.884721 40.844051),11269,35.0,5.0,43.0,31.0
1871,X430,10X433,HS FOR TEACHING & THE PROFESSIONS(XW),X433,2780 RESERVOIR AVENUE,X,10,322,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,5,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton HS |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-73.897835 40.870796),11606,24.0,5.0,40.0,34.0
1534,X033,10X033,PS 33(BRONX),X033,2424 JEROME AVENUE,X,10,871,,1,PS 33(BRONX),0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-84.233877 39.744076),20205,,,,
1592,X077,,1250 WARD AVENUE CONSOLIDATED LOCATION,,1250 WARD AVENUE,X,12,1818,1250 WARD AVENUE CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,2.0,3.0,4.0,5.0,0.0,9C,1751-2000,1.35,4.73,18.5,2.46,2.92,POINT (-73.877788 40.830751),11610,58.0,5.0,31.0,26.0
762,M118,03M258,IS/JHS 258(MN),M258,154 WEST 93 STREET,M,3,216,154 WEST 93 STREET CONSOLIDATED LOCATION,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-85.182791 42.327849),4361,,,,
681,M048,06M048,PS 48(MANHATTAN),M048,4360-78  BROADWAY,M,6,525,,1,PS 48(MANHATTAN),1.0,0.0,2.0,1.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.934133 40.853306),13091,47.0,4.0,39.0,22.0
930,M470,03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN),M402,145 WEST 84 STREET,M,3,242,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-76.498753 38.977619),28576,,,,
1491,R831,31R074,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,R074,211 Daniel Low Terrace,R,31,324,,1,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,0.0,1.0,0.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.079916 40.638969),10369,4.0,1.0,13.0,74.0
1329,Q435,26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (QS),Q315,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,Q,26,352,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,2,Business Technology Early College High School |  Martin Van Buren High School |  230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.739143 40.732982),24336,63.0,3.0,16.0,63.0
669,M043,05M369,THE URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS (MANHATTAN),M369,509 WEST 129,M,5,295,509 WEST 129 CONSOLIDATED LOCATION,3,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies | 509 WEST 129 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-70.905875 42.467762),7895,,,,
