all/eyemove_table_1_1.totalFixDur,all/eyemove_table_1_1.prevFixDur,all/eyemove_table_1_1.nextFixDur,all/eyemove_table_1_1.Key_1_1,Key_0_0
119.0,179.0,99.0,5173,1260
179.0,139.0,119.0,6009,2238
259.0,239.0,239.0,2486,1372
199.0,258.0,278.0,3741,7198
139.0,199.0,139.0,5141,4763
199.0,239.0,139.0,3037,4761
179.0,0.0,159.0,1263,5608
179.0,199.0,179.0,2148,4570
139.0,199.0,139.0,7423,2549
159.0,139.0,139.0,4560,3820
219.0,20.0,239.0,5129,7340
139.0,80.0,119.0,5151,4918
238.0,179.0,80.0,3612,5614
199.0,179.0,120.0,6757,4934
239.0,219.0,99.0,6295,7072
199.0,179.0,179.0,3700,215
179.0,119.0,179.0,585,877
199.0,199.0,179.0,7372,7102
99.0,100.0,179.0,2900,6332
99.0,119.0,99.0,1228,397
318.0,179.0,219.0,807,84
159.0,99.0,139.0,3088,2472
80.0,119.0,80.0,5401,454
199.0,338.0,199.0,3337,3803
278.0,258.0,278.0,5543,2908
239.0,159.0,238.0,7456,5183
377.0,139.0,139.0,6510,2800
198.0,99.0,99.0,273,3825
179.0,80.0,99.0,1941,3282
139.0,219.0,259.0,4192,2137
238.0,80.0,199.0,3012,4602
139.0,258.0,179.0,4719,1031
119.0,179.0,179.0,6210,6246
598.0,219.0,239.0,7334,2808
239.0,139.0,278.0,5008,1581
99.0,199.0,219.0,2090,7122
199.0,558.0,279.0,4663,4898
99.0,0.0,119.0,1993,1303
139.0,99.0,259.0,2867,4969
99.0,99.0,119.0,4633,2426
656.0,258.0,99.0,2612,155
338.0,99.0,179.0,5953,1797
199.0,219.0,159.0,7082,6353
238.0,159.0,139.0,368,3992
279.0,258.0,199.0,6601,3836
119.0,139.0,239.0,6069,6810
80.0,99.0,179.0,788,2171
219.0,80.0,159.0,3749,7208
239.0,120.0,159.0,6136,7029
99.0,179.0,179.0,2958,7247
179.0,199.0,199.0,2439,4737
179.0,179.0,139.0,5501,5702
80.0,99.0,80.0,2630,3330
239.0,258.0,179.0,557,1962
397.0,298.0,338.0,3247,5748
339.0,199.0,179.0,6918,1631
179.0,159.0,20.0,173,688
139.0,0.0,99.0,1186,848
119.0,417.0,179.0,4968,2104
219.0,159.0,159.0,701,5401
159.0,80.0,258.0,4231,6534
80.0,100.0,159.0,2598,2668
637.0,20.0,219.0,1202,2242
278.0,139.0,99.0,6399,7293
80.0,99.0,99.0,1120,2873
199.0,139.0,179.0,5241,6511
140.0,20.0,20.0,4856,6094
179.0,179.0,99.0,417,4772
80.0,99.0,139.0,3301,360
139.0,258.0,119.0,2248,1814
99.0,139.0,99.0,6458,1217
160.0,179.0,100.0,4815,6136
219.0,139.0,100.0,642,6920
99.0,179.0,139.0,2149,3897
139.0,258.0,139.0,1955,4069
199.0,358.0,119.0,4168,373
238.0,139.0,298.0,229,5385
219.0,199.0,199.0,3562,6361
219.0,219.0,179.0,827,4314
179.0,80.0,119.0,6106,4677
239.0,0.0,199.0,5965,3343
139.0,139.0,159.0,1754,811
219.0,139.0,119.0,6758,3235
219.0,99.0,179.0,960,4922
179.0,179.0,278.0,7027,1621
438.0,139.0,179.0,3236,1868
318.0,0.0,119.0,10,6507
179.0,80.0,139.0,2979,1218
358.0,139.0,179.0,1167,5783
159.0,179.0,100.0,683,6928
179.0,139.0,139.0,1403,2016
80.0,159.0,159.0,4060,3510
139.0,239.0,119.0,35,2232
80.0,139.0,179.0,7154,2352
318.0,119.0,100.0,6864,3123
219.0,199.0,219.0,274,1378
139.0,179.0,258.0,5394,3050
199.0,159.0,179.0,5993,21
159.0,99.0,99.0,6305,4573
99.0,0.0,139.0,4818,7343
239.0,438.0,160.0,1783,2329
318.0,298.0,179.0,7427,798
139.0,179.0,139.0,4713,2405
99.0,159.0,139.0,293,3566
616.0,298.0,80.0,5080,4611
139.0,99.0,80.0,7159,4094
139.0,219.0,278.0,6624,1163
259.0,219.0,179.0,2124,7460
80.0,179.0,139.0,2213,3635
180.0,0.0,159.0,5689,4025
179.0,99.0,80.0,731,959
159.0,219.0,159.0,7593,654
20.0,219.0,199.0,6415,5696
80.0,159.0,139.0,7302,4816
258.0,80.0,179.0,7105,1055
179.0,199.0,159.0,1003,1592
159.0,179.0,159.0,7223,26
238.0,99.0,119.0,7189,4424
179.0,139.0,159.0,6383,4164
99.0,219.0,179.0,6312,1395
119.0,99.0,80.0,2648,5806
139.0,159.0,99.0,1149,515
119.0,199.0,179.0,6418,751
99.0,0.0,219.0,5021,1640
179.0,80.0,139.0,4950,3749
139.0,99.0,259.0,1977,4951
139.0,119.0,298.0,6923,80
259.0,139.0,179.0,3771,592
100.0,80.0,139.0,6090,4439
139.0,99.0,219.0,1532,1767
139.0,318.0,199.0,3139,4839
198.0,139.0,139.0,550,4423
218.0,199.0,258.0,4435,1125
139.0,139.0,378.0,4902,2851
159.0,119.0,99.0,4291,6274
119.0,258.0,139.0,3657,0
100.0,219.0,20.0,6401,6450
358.0,80.0,139.0,1687,858
258.0,99.0,139.0,2616,5227
139.0,119.0,139.0,7116,4236
219.0,120.0,219.0,6793,3188
179.0,159.0,159.0,2945,6777
179.0,99.0,199.0,6489,4464
179.0,99.0,80.0,1291,1955
139.0,139.0,80.0,6361,4217
99.0,99.0,139.0,1863,1148
99.0,238.0,80.0,1256,1664
219.0,179.0,199.0,6539,4276
119.0,159.0,238.0,3641,1735
139.0,239.0,199.0,4898,410
139.0,0.0,99.0,2976,5613
99.0,139.0,119.0,2765,6980
199.0,199.0,219.0,2520,1232
80.0,119.0,179.0,301,4535
1096.0,159.0,219.0,1663,5492
258.0,139.0,239.0,215,868
99.0,139.0,159.0,4051,4440
139.0,219.0,99.0,4607,7302
219.0,99.0,179.0,2910,6536
139.0,139.0,80.0,7395,6532
199.0,139.0,139.0,4362,4925
80.0,80.0,99.0,3454,5331
99.0,80.0,80.0,7587,1262
139.0,139.0,219.0,1662,840
219.0,159.0,100.0,3704,2444
179.0,159.0,638.0,5130,1617
238.0,179.0,80.0,287,6906
159.0,80.0,99.0,7339,434
179.0,258.0,298.0,708,2321
99.0,99.0,80.0,1344,1960
139.0,179.0,139.0,7379,2098
179.0,139.0,517.0,28,3042
119.0,219.0,238.0,7538,2739
379.0,359.0,199.0,2601,1660
139.0,80.0,119.0,816,2525
179.0,0.0,139.0,6560,472
119.0,239.0,199.0,1878,6314
139.0,139.0,99.0,4998,1480
218.0,199.0,238.0,3090,6813
179.0,179.0,179.0,6008,551
239.0,179.0,259.0,6818,6366
100.0,199.0,199.0,7214,7454
119.0,80.0,139.0,5758,7315
179.0,258.0,139.0,7014,5243
278.0,139.0,80.0,3258,3296
119.0,179.0,179.0,5216,6418
179.0,239.0,179.0,5192,6272
298.0,338.0,139.0,1894,2493
219.0,159.0,179.0,1990,2972
199.0,159.0,298.0,5288,7503
119.0,199.0,298.0,5663,2187
219.0,139.0,100.0,3955,3004
139.0,159.0,139.0,7013,3890
139.0,219.0,159.0,7566,3515
99.0,0.0,80.0,2558,5669
139.0,99.0,99.0,3579,4171
159.0,219.0,159.0,3745,1500
159.0,219.0,159.0,3320,1762
298.0,139.0,80.0,3441,6226
139.0,99.0,338.0,3086,186
99.0,99.0,80.0,3982,7391
199.0,139.0,199.0,4394,5713
457.0,159.0,139.0,2736,1057
298.0,99.0,239.0,1319,5989
298.0,318.0,278.0,5769,458
198.0,139.0,199.0,3757,3963
159.0,437.0,497.0,1917,3606
179.0,179.0,99.0,4388,4037
119.0,179.0,139.0,3208,6134
199.0,219.0,179.0,4658,3976
219.0,199.0,199.0,4011,2312
139.0,179.0,258.0,6031,5952
219.0,159.0,199.0,6122,3398
219.0,219.0,298.0,3978,6293
139.0,100.0,179.0,4972,5873
99.0,100.0,139.0,1715,700
238.0,119.0,219.0,4693,4469
438.0,99.0,199.0,5410,1913
99.0,199.0,159.0,4940,3214
119.0,219.0,80.0,2679,6969
139.0,80.0,99.0,1830,6116
119.0,119.0,80.0,2896,1269
99.0,119.0,298.0,3706,2446
238.0,99.0,80.0,7417,1661
199.0,140.0,219.0,2629,4001
80.0,99.0,179.0,3220,3579
159.0,179.0,80.0,7190,3736
179.0,179.0,119.0,2252,3080
119.0,159.0,80.0,6714,4284
179.0,139.0,179.0,3256,292
99.0,0.0,199.0,382,5436
179.0,99.0,99.0,4402,1653
338.0,139.0,199.0,1698,6471
80.0,100.0,99.0,6381,1349
378.0,219.0,199.0,5583,7348
319.0,219.0,219.0,6811,1473
80.0,99.0,100.0,1134,5482
80.0,199.0,20.0,6962,1925
318.0,99.0,278.0,2495,5509
139.0,80.0,119.0,267,5498
179.0,80.0,119.0,1822,1363
219.0,0.0,179.0,5731,5326
80.0,238.0,80.0,2532,5007
119.0,100.0,139.0,5982,2915
278.0,99.0,100.0,2390,2138
119.0,139.0,80.0,4561,3432
239.0,159.0,139.0,2908,1788
139.0,179.0,219.0,4924,6236
80.0,0.0,80.0,2984,3856
278.0,119.0,199.0,1065,1771
318.0,159.0,99.0,1486,4406
219.0,259.0,119.0,3792,218
358.0,119.0,99.0,4468,2199
219.0,219.0,99.0,7294,3873
20.0,0.0,20.0,4919,4524
557.0,119.0,219.0,7598,5686
159.0,199.0,139.0,3216,2259
398.0,80.0,179.0,5416,2860
278.0,99.0,80.0,5833,1329
139.0,179.0,119.0,1839,3808
139.0,119.0,139.0,1216,3
219.0,119.0,139.0,3648,7542
298.0,0.0,219.0,2145,5090
278.0,139.0,239.0,4717,853
99.0,139.0,99.0,1230,1772
139.0,80.0,99.0,1368,5719
179.0,139.0,99.0,5251,489
99.0,179.0,179.0,2795,6203
398.0,20.0,239.0,1441,6867
378.0,179.0,139.0,6957,824
139.0,0.0,219.0,34,4092
179.0,179.0,139.0,4959,6065
239.0,99.0,159.0,1020,6357
139.0,219.0,159.0,6368,3954
139.0,159.0,159.0,2992,66
80.0,239.0,99.0,5177,2223
199.0,219.0,139.0,195,2254
139.0,139.0,199.0,6130,5231
139.0,199.0,318.0,3062,5380
278.0,179.0,119.0,1408,3529
179.0,159.0,99.0,669,1003
239.0,199.0,318.0,5128,7233
199.0,179.0,99.0,1054,2567
99.0,0.0,298.0,5929,5002
139.0,258.0,119.0,6630,1700
219.0,239.0,259.0,2130,3031
179.0,259.0,159.0,4572,4702
80.0,119.0,119.0,3071,6339
219.0,238.0,80.0,4194,1495
99.0,99.0,159.0,6322,5974
139.0,139.0,99.0,2850,566
99.0,238.0,139.0,4563,2923
119.0,100.0,99.0,3993,6648
278.0,258.0,278.0,5931,3308
179.0,219.0,119.0,3333,1396
139.0,119.0,99.0,7481,5773
99.0,139.0,99.0,1245,4912
139.0,139.0,119.0,7338,1957
179.0,139.0,119.0,7254,4998
119.0,139.0,199.0,2017,3122
298.0,298.0,238.0,7333,4901
199.0,318.0,119.0,4110,5584
119.0,159.0,119.0,2042,2180
259.0,199.0,239.0,4646,6852
119.0,0.0,258.0,3350,6617
179.0,119.0,179.0,4874,183
239.0,219.0,219.0,4209,2156
338.0,139.0,139.0,3701,1238
99.0,119.0,139.0,6169,1085
219.0,159.0,179.0,7241,7395
139.0,99.0,80.0,4094,6836
80.0,0.0,258.0,1546,6838
219.0,100.0,139.0,2874,1698
219.0,199.0,219.0,3050,6426
80.0,119.0,139.0,6662,5533
219.0,139.0,219.0,703,1105
119.0,99.0,100.0,5486,6870
139.0,0.0,119.0,5919,1119
139.0,199.0,239.0,3155,116
179.0,139.0,119.0,4933,742
100.0,119.0,99.0,1850,161
278.0,278.0,259.0,1859,5764
378.0,179.0,219.0,305,5718
139.0,219.0,219.0,7419,237
139.0,119.0,80.0,6541,6726
139.0,99.0,278.0,613,5772
199.0,80.0,179.0,4876,1240
358.0,179.0,80.0,2133,6982
199.0,298.0,119.0,1674,3541
99.0,99.0,119.0,6226,4484
119.0,199.0,139.0,3536,6582
119.0,0.0,139.0,3322,7210
139.0,100.0,199.0,6568,3693
80.0,119.0,219.0,1613,1954
438.0,139.0,139.0,2076,2332
119.0,0.0,159.0,2816,4927
139.0,179.0,99.0,2911,2609
99.0,80.0,99.0,2646,1952
179.0,139.0,239.0,1395,7234
99.0,159.0,99.0,1373,968
537.0,0.0,199.0,3402,1282
119.0,298.0,159.0,3409,2503
99.0,80.0,179.0,3707,5165
298.0,139.0,179.0,2493,7439
179.0,99.0,139.0,3510,1629
199.0,139.0,80.0,1198,5981
159.0,100.0,179.0,6872,3997
318.0,139.0,298.0,5809,4408
338.0,159.0,179.0,2933,4810
179.0,179.0,179.0,6138,7133
258.0,139.0,298.0,2152,5997
159.0,0.0,219.0,2565,6139
218.0,139.0,238.0,2450,3011
119.0,159.0,159.0,7497,745
119.0,100.0,398.0,5555,7226
159.0,219.0,258.0,5654,1133
159.0,0.0,239.0,7167,4945
80.0,139.0,139.0,3547,3268
80.0,99.0,99.0,6692,5629
159.0,259.0,179.0,1313,4981
139.0,99.0,139.0,6133,6432
119.0,99.0,139.0,3888,5499
278.0,259.0,298.0,6467,7514
338.0,179.0,119.0,688,6783
99.0,99.0,139.0,5314,6033
179.0,179.0,159.0,6823,6988
80.0,199.0,80.0,7261,4047
438.0,159.0,139.0,2173,6958
259.0,0.0,199.0,4770,6345
139.0,119.0,80.0,5108,2143
279.0,119.0,119.0,4941,5788
139.0,199.0,179.0,4415,7515
119.0,119.0,99.0,1728,4961
398.0,0.0,119.0,6252,7349
299.0,239.0,239.0,3891,2776
160.0,139.0,199.0,2890,7373
99.0,139.0,179.0,1247,1900
199.0,159.0,298.0,1164,4683
179.0,0.0,219.0,1694,4146
139.0,0.0,99.0,422,4191
80.0,139.0,219.0,5551,4889
537.0,278.0,219.0,2088,4656
139.0,199.0,199.0,1286,3388
338.0,159.0,159.0,2121,1790
139.0,80.0,99.0,2308,332
238.0,159.0,99.0,2387,1009
219.0,119.0,99.0,5347,5849
139.0,159.0,497.0,558,966
498.0,179.0,160.0,2166,1826
239.0,139.0,99.0,4970,6583
99.0,179.0,80.0,3496,6163
99.0,159.0,159.0,6114,3653
199.0,199.0,99.0,5007,4688
397.0,139.0,179.0,2452,5538
119.0,80.0,139.0,2504,3789
238.0,99.0,199.0,7273,1381
99.0,139.0,378.0,6661,1834
139.0,139.0,159.0,5508,3558
139.0,99.0,99.0,4478,2835
198.0,119.0,139.0,1877,4846
139.0,139.0,119.0,565,4476
279.0,20.0,80.0,3163,5052
398.0,298.0,179.0,3476,2569
99.0,179.0,139.0,3136,519
179.0,80.0,80.0,2755,193
298.0,238.0,199.0,6198,1951
258.0,219.0,159.0,6829,6473
279.0,219.0,179.0,5436,4230
160.0,219.0,139.0,4594,4377
179.0,159.0,199.0,4003,5416
99.0,179.0,100.0,1295,7508
139.0,99.0,179.0,2587,1871
298.0,199.0,318.0,1333,6002
258.0,179.0,179.0,4230,879
179.0,179.0,278.0,3555,4581
99.0,139.0,80.0,1147,5235
199.0,278.0,99.0,4459,799
139.0,0.0,139.0,773,7022
199.0,139.0,139.0,1004,6326
139.0,139.0,159.0,6141,4827
179.0,119.0,199.0,42,5625
99.0,199.0,119.0,3146,5664
99.0,80.0,119.0,1260,418
160.0,238.0,119.0,1498,5833
139.0,119.0,258.0,6273,36
179.0,219.0,259.0,2880,639
139.0,179.0,159.0,6774,4893
139.0,119.0,219.0,97,4984
179.0,99.0,179.0,6571,5200
219.0,239.0,139.0,6454,7356
418.0,258.0,199.0,774,110
318.0,437.0,100.0,5185,715
139.0,258.0,139.0,3603,2698
119.0,179.0,238.0,2543,6234
80.0,179.0,179.0,4252,5319
139.0,179.0,179.0,7163,4863
139.0,80.0,238.0,2611,2094
179.0,239.0,179.0,810,6140
199.0,0.0,99.0,1522,7206
278.0,219.0,159.0,3262,2267
119.0,139.0,139.0,2435,2539
99.0,219.0,119.0,2167,6947
219.0,259.0,179.0,4187,2748
259.0,99.0,119.0,2819,2166
179.0,199.0,139.0,466,3829
279.0,279.0,259.0,74,2424
80.0,159.0,179.0,5783,4563
318.0,0.0,338.0,3862,7147
517.0,259.0,0.0,6482,5984
318.0,179.0,139.0,458,5493
99.0,99.0,219.0,6585,7086
219.0,0.0,199.0,6721,5606
139.0,80.0,179.0,2374,3090
258.0,119.0,298.0,2747,1779
99.0,99.0,199.0,5499,6179
119.0,497.0,199.0,6849,6408
179.0,99.0,119.0,2571,725
238.0,139.0,298.0,2939,2458
318.0,0.0,437.0,1266,4068
119.0,0.0,80.0,2247,7264
139.0,99.0,199.0,4869,5335
119.0,80.0,139.0,4208,869
159.0,99.0,119.0,763,3325
139.0,179.0,99.0,7162,5743
278.0,139.0,179.0,5721,308
179.0,139.0,99.0,5240,317
298.0,219.0,278.0,3036,2706
99.0,199.0,119.0,2436,6077
338.0,119.0,298.0,1287,5752
159.0,159.0,139.0,924,3187
219.0,159.0,199.0,6586,1264
139.0,219.0,239.0,4323,262
119.0,99.0,99.0,1058,2718
159.0,139.0,219.0,1053,5559
179.0,179.0,179.0,5599,4225
179.0,80.0,139.0,4171,4467
179.0,159.0,80.0,5823,771
199.0,279.0,259.0,1949,1721
298.0,139.0,398.0,3923,6564
80.0,159.0,258.0,4201,4422
99.0,179.0,99.0,1467,1033
159.0,179.0,139.0,323,3982
179.0,80.0,139.0,2523,6018
139.0,99.0,119.0,1605,1618
100.0,80.0,139.0,6740,2495
218.0,0.0,179.0,3810,166
238.0,239.0,179.0,844,3919
378.0,139.0,99.0,6685,5404
318.0,80.0,119.0,845,2494
258.0,99.0,199.0,7074,47
159.0,99.0,179.0,4221,6143
378.0,99.0,179.0,5670,601
119.0,80.0,99.0,2774,5204
139.0,159.0,139.0,5111,6144
80.0,258.0,318.0,440,6896
159.0,99.0,119.0,2847,6455
179.0,139.0,159.0,1507,3689
239.0,139.0,179.0,4996,7065
199.0,259.0,159.0,2044,1682
298.0,219.0,139.0,6323,5301
99.0,139.0,139.0,7595,5105
239.0,179.0,219.0,1632,6264
199.0,139.0,179.0,2996,3460
239.0,278.0,219.0,5904,4808
179.0,179.0,119.0,2638,1059
239.0,119.0,258.0,3858,6572
219.0,80.0,179.0,5462,2848
179.0,259.0,99.0,545,849
99.0,159.0,80.0,6935,565
219.0,179.0,140.0,928,242
219.0,379.0,20.0,6881,6394
338.0,139.0,219.0,4727,5387
139.0,179.0,80.0,7480,6820
159.0,358.0,199.0,3463,3937
219.0,179.0,219.0,3310,431
139.0,159.0,219.0,186,2215
398.0,199.0,179.0,3294,3029
179.0,179.0,119.0,2018,3639
139.0,0.0,139.0,1732,951
100.0,259.0,259.0,380,7372
119.0,159.0,139.0,6475,229
199.0,219.0,179.0,1777,889
179.0,259.0,139.0,3043,1644
199.0,99.0,80.0,7590,6000
139.0,199.0,139.0,5776,4751
120.0,20.0,399.0,3207,5316
159.0,279.0,279.0,5187,2561
20.0,219.0,199.0,3910,7365
99.0,159.0,199.0,7109,2481
199.0,20.0,259.0,5765,1535
179.0,0.0,219.0,4077,2902
119.0,99.0,139.0,5441,6819
99.0,99.0,119.0,3783,5123
319.0,179.0,219.0,4973,5545
179.0,139.0,219.0,1714,246
139.0,139.0,139.0,6380,3407
199.0,119.0,99.0,4511,2717
199.0,239.0,139.0,4074,5814
119.0,0.0,199.0,4947,2068
259.0,179.0,219.0,6664,3881
438.0,219.0,199.0,4083,3845
80.0,139.0,139.0,5844,3684
119.0,0.0,159.0,7438,3676
258.0,179.0,99.0,2104,2976
199.0,159.0,298.0,6645,5071
219.0,219.0,199.0,554,2636
358.0,179.0,99.0,5487,7202
298.0,258.0,139.0,1119,2140
99.0,119.0,99.0,334,103
179.0,0.0,139.0,202,4117
80.0,139.0,179.0,2846,6363
318.0,80.0,80.0,2315,5066
278.0,0.0,179.0,7443,4441
80.0,179.0,80.0,1643,6641
139.0,139.0,139.0,852,2393
259.0,278.0,179.0,3253,5365
418.0,139.0,238.0,5855,1609
179.0,258.0,179.0,4590,1161
199.0,457.0,99.0,1452,3236
119.0,159.0,80.0,2782,2919
179.0,219.0,99.0,1600,3322
198.0,99.0,139.0,7132,3418
159.0,238.0,179.0,2554,7073
160.0,80.0,258.0,6705,6948
199.0,199.0,20.0,2594,847
378.0,139.0,239.0,2745,7435
139.0,119.0,99.0,6687,2836
259.0,379.0,259.0,5417,1439
258.0,0.0,159.0,7574,3746
159.0,119.0,179.0,507,1827
399.0,120.0,319.0,7275,4787
179.0,298.0,179.0,6837,3899
119.0,298.0,119.0,4476,1253
179.0,159.0,80.0,1343,7203
99.0,99.0,139.0,6627,4099
159.0,139.0,179.0,6412,6594
338.0,139.0,139.0,528,5355
179.0,219.0,99.0,2416,2884
179.0,80.0,99.0,1214,4565
179.0,139.0,139.0,4708,3868
99.0,179.0,219.0,5549,1784
179.0,139.0,119.0,2443,6005
80.0,99.0,80.0,699,7177
219.0,139.0,179.0,6768,5706
199.0,199.0,199.0,5350,2150
298.0,139.0,99.0,1938,2683
397.0,99.0,119.0,3286,1413
198.0,80.0,119.0,7222,174
159.0,119.0,318.0,5153,7480
99.0,179.0,119.0,44,2116
99.0,139.0,99.0,6506,5240
219.0,139.0,199.0,5598,1515
497.0,179.0,159.0,930,380
558.0,179.0,239.0,6850,6596
678.0,638.0,0.0,4827,6309
258.0,179.0,159.0,4829,1638
219.0,139.0,119.0,6822,5672
278.0,219.0,239.0,5634,1565
179.0,99.0,139.0,4224,1819
239.0,80.0,159.0,2827,3333
99.0,298.0,258.0,5897,3595
99.0,378.0,139.0,1273,1331
179.0,239.0,219.0,5220,5513
318.0,99.0,179.0,1392,247
199.0,219.0,219.0,1638,1869
258.0,139.0,318.0,1424,7361
119.0,139.0,139.0,542,4790
119.0,0.0,179.0,520,3547
119.0,99.0,239.0,842,4189
219.0,179.0,100.0,5548,3960
219.0,139.0,139.0,6395,2917
139.0,179.0,139.0,7134,6251
179.0,179.0,139.0,7207,243
119.0,139.0,179.0,2970,5274
219.0,318.0,139.0,5804,1884
159.0,99.0,139.0,4937,7341
80.0,179.0,80.0,4290,1720
99.0,119.0,100.0,7228,6343
179.0,179.0,199.0,2784,3806
219.0,119.0,99.0,4022,5871
379.0,199.0,219.0,4052,1285
179.0,139.0,179.0,1182,540
558.0,20.0,180.0,2815,6850
397.0,99.0,219.0,3534,4079
159.0,99.0,119.0,4854,3926
199.0,159.0,139.0,7149,4719
258.0,139.0,298.0,1549,2676
139.0,159.0,100.0,1308,2802
159.0,239.0,179.0,492,842
258.0,99.0,338.0,5899,5081
119.0,119.0,139.0,7499,6586
139.0,159.0,179.0,2717,5780
259.0,239.0,379.0,187,499
80.0,139.0,99.0,6327,5125
179.0,219.0,119.0,5208,448
80.0,80.0,119.0,6877,4148
179.0,179.0,199.0,7435,1725
259.0,279.0,239.0,715,447
437.0,338.0,80.0,2342,954
258.0,239.0,139.0,5888,5854
239.0,20.0,20.0,3597,404
238.0,199.0,99.0,6873,4285
219.0,159.0,159.0,1047,255
99.0,99.0,139.0,2362,7284
139.0,179.0,80.0,1479,5395
99.0,0.0,80.0,5504,191
219.0,139.0,139.0,4467,2483
199.0,219.0,139.0,1755,5256
179.0,179.0,120.0,4777,79
179.0,80.0,219.0,7350,1768
80.0,80.0,99.0,6959,2214
338.0,179.0,139.0,3655,5791
80.0,0.0,139.0,4242,2002
319.0,219.0,159.0,153,3911
279.0,339.0,120.0,2622,3575
258.0,119.0,139.0,3689,1457
139.0,119.0,99.0,3577,1708
299.0,298.0,80.0,5030,3278
298.0,159.0,139.0,1695,4087
99.0,179.0,99.0,1979,5193
179.0,99.0,139.0,3926,4473
179.0,199.0,219.0,3245,939
219.0,179.0,159.0,6020,2847
119.0,0.0,119.0,2064,5205
80.0,80.0,99.0,3515,514
99.0,99.0,99.0,869,3501
139.0,99.0,258.0,5782,5300
159.0,0.0,139.0,5236,596
298.0,179.0,239.0,3658,7074
259.0,239.0,279.0,5382,263
139.0,80.0,80.0,5107,2985
119.0,139.0,139.0,2508,1201
279.0,180.0,219.0,4610,625
159.0,219.0,119.0,1288,1273
80.0,159.0,239.0,1425,3852
159.0,80.0,298.0,7536,3514
99.0,179.0,139.0,840,2612
219.0,278.0,99.0,660,4383
139.0,139.0,139.0,193,3426
139.0,99.0,80.0,4383,5415
139.0,80.0,80.0,1855,4660
258.0,179.0,100.0,2286,2049
258.0,219.0,139.0,4565,163
119.0,99.0,99.0,3412,5306
159.0,139.0,99.0,5617,2845
298.0,99.0,258.0,7483,3482
139.0,139.0,139.0,4544,5238
80.0,139.0,239.0,905,7120
99.0,0.0,119.0,6463,2112
458.0,139.0,279.0,6049,2701
119.0,139.0,258.0,5478,4405
80.0,179.0,139.0,4707,5457
99.0,119.0,119.0,5745,4861
478.0,558.0,239.0,1874,5673
80.0,99.0,99.0,5936,4060
239.0,179.0,99.0,5879,4341
338.0,338.0,219.0,3678,3079
139.0,139.0,99.0,2912,3687
159.0,119.0,199.0,2396,6725
119.0,298.0,139.0,6110,5013
179.0,99.0,358.0,3782,5284
139.0,0.0,139.0,2307,3848
139.0,139.0,119.0,7547,5473
258.0,119.0,99.0,1001,1937
278.0,119.0,179.0,4255,2950
219.0,239.0,159.0,4382,4975
139.0,199.0,119.0,1140,4666
298.0,139.0,139.0,2756,2528
100.0,119.0,159.0,4649,1
100.0,80.0,99.0,5052,1236
219.0,179.0,139.0,6766,5802
80.0,179.0,139.0,3859,3512
159.0,179.0,219.0,486,3732
199.0,80.0,139.0,2301,4201
159.0,139.0,199.0,5602,4204
377.0,179.0,100.0,2567,5759
518.0,319.0,199.0,3697,7123
179.0,99.0,179.0,1101,908
159.0,139.0,100.0,5962,3061
219.0,239.0,179.0,4860,3274
99.0,99.0,219.0,1125,46
99.0,278.0,139.0,3251,6514
239.0,139.0,139.0,297,1028
357.0,159.0,99.0,927,2181
278.0,159.0,179.0,941,2217
238.0,298.0,338.0,601,2889
239.0,199.0,299.0,7361,7294
319.0,219.0,199.0,5354,4661
258.0,239.0,199.0,635,392
119.0,139.0,239.0,540,1769
139.0,139.0,99.0,1348,784
99.0,80.0,119.0,4321,1045
159.0,80.0,219.0,4357,1347
139.0,199.0,179.0,4639,864
139.0,279.0,219.0,7437,4053
139.0,99.0,99.0,4477,3433
439.0,20.0,199.0,6787,3094
139.0,179.0,278.0,1105,2702
219.0,179.0,199.0,4124,1998
99.0,219.0,179.0,1437,436
278.0,259.0,179.0,546,1626
179.0,99.0,298.0,7585,2369
219.0,139.0,159.0,3724,5993
139.0,159.0,139.0,2985,6573
179.0,99.0,99.0,5261,7070
179.0,179.0,80.0,3010,322
99.0,139.0,199.0,4007,5321
299.0,279.0,219.0,134,6995
139.0,80.0,159.0,2994,4349
139.0,119.0,219.0,2758,4745
378.0,99.0,258.0,7555,3953
119.0,80.0,119.0,5014,1136
398.0,99.0,199.0,5550,5084
119.0,119.0,80.0,2834,1160
338.0,219.0,139.0,477,7193
278.0,179.0,219.0,21,5847
199.0,179.0,159.0,9,5546
99.0,119.0,219.0,4629,6986
159.0,219.0,179.0,4674,452
279.0,219.0,219.0,6856,1704
80.0,99.0,80.0,2607,369
159.0,80.0,179.0,1360,1983
179.0,99.0,139.0,1033,5266
359.0,279.0,259.0,2633,5095
20.0,0.0,239.0,4828,4026
219.0,179.0,199.0,5940,1244
298.0,99.0,179.0,725,3359
338.0,99.0,179.0,7209,1424
219.0,179.0,399.0,5743,5616
119.0,179.0,239.0,4437,6409
219.0,99.0,159.0,3599,5745
219.0,258.0,576.0,5887,4823
160.0,219.0,99.0,2947,6132
20.0,199.0,179.0,3609,785
238.0,179.0,80.0,6760,2705
219.0,0.0,259.0,333,4239
179.0,159.0,80.0,7400,7012
139.0,0.0,179.0,235,288
80.0,179.0,100.0,1453,7595
179.0,159.0,238.0,2659,3403
179.0,279.0,379.0,6647,7406
239.0,20.0,339.0,5159,7103
199.0,179.0,238.0,3816,2101
199.0,199.0,179.0,864,7127
