DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,ASIAN STUDENTS With 2 or More Suspensions or Removals,BLACK STUDENTS With 2 or More Suspensions or Removals,HISPANIC STUDENTS With 2 or More Suspensions or Removals,WHITE STUDENTS With 2 or More Suspensions or Removals,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,TOTAL STUDENTS With 2 or More Suspensions or Removals
25Q214,P.S. 214 Cadwallader Colden,Elementary,25,*,*,*,*,*,*,*,*
25Q219,P.S. 219 Paul Klapper,K-8,25,*,*,*,*,*,*,*,9
25Q237,I.S. 237,Junior High-Intermediate-Middle,25,*,*,*,*,*,*,*,8
25Q240,Veritas Academy,High school,25,*,*,*,*,*,*,*,9
25Q241,Queens High School for Language Studies,High school,25,*,*,*,*,*,*,*,*
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Elementary,25,*,*,*,*,*,*,*,*
25Q244,The Active Learning Elementary School,Elementary,25,*,*,*,*,*,*,*,*
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,Junior High-Intermediate-Middle,25,*,*,6,*,*,*,*,11
25Q252,"Queens School of Inquiry, The",Secondary School,25,*,*,*,*,*,*,*,*
25Q263,Flushing International High School,High school,25,*,*,*,*,*,*,*,*
25Q281,East-West School of International Studies,Secondary School,25,*,*,*,*,*,*,*,*
25Q285,World Journalism Preparatory: A College Board Scho,Secondary School,25,*,*,*,*,*,*,*,*
25Q294,BELL Academy,Junior High-Intermediate-Middle,25,*,*,*,*,*,*,*,*
25Q409,District 25 PRE-K Center,District Pre-K Center,25,*,*,*,*,*,*,*,*
25Q425,John Bowne High School,High school,25,*,*,39,20,*,*,*,67
25Q444,Home Schooling,Central-HQ-Citywide,25,*,*,*,*,*,*,*,*
25Q460,Flushing High School,High school,25,*,*,*,7,*,*,*,13
25Q467,Flushing Yabc,High school,25,*,*,*,*,*,*,*,*
25Q499,"The Queens College School for Math, Science and Te",K-8,25,*,*,*,*,*,*,*,*
25Q525,Townsend Harris High School,High school,25,*,*,*,*,*,*,*,*
25Q540,Queens Academy High School,High school,25,*,*,*,*,*,*,*,*
25Q670,Robert F. Kennedy Community High School,High school,25,*,*,*,*,*,*,*,*
25Q792,North Queens Community High School,High school,25,*,*,*,*,*,*,*,*
25Q901,Flushing Evening High Schl M/W,Ungraded,25,*,*,*,*,*,*,*,*
26Q018,P.S. 018 Winchester,Elementary,26,*,*,*,*,*,*,*,*
26Q026,P.S. 026 Rufus King,Elementary,26,*,*,*,*,*,*,*,*
26Q031,P.S. 031 Bayside,Elementary,26,*,*,*,*,*,*,*,*
26Q041,P.S. 041 Crocheron,Elementary,26,*,*,*,*,*,*,*,*
26Q046,P.S. 046 Alley Pond,Elementary,26,*,*,*,*,*,*,*,*
26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,26,*,*,*,*,*,*,*,*
26Q074,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,26,*,*,*,*,*,*,*,*
26Q094,P.S. 094 David D. Porter,Elementary,26,*,*,*,*,*,*,*,*
26Q098,P.S. 098 The Douglaston School,Elementary,26,*,*,*,*,*,*,*,*
26Q115,P.S. 115 The James J. Ambrose School,Elementary,26,*,*,*,*,*,*,*,*
26Q133,P.S. 133 Queens,Elementary,26,*,*,*,*,*,*,*,*
26Q158,M.S. 158 Marie Curie,Junior High-Intermediate-Middle,26,*,*,*,*,*,*,*,*
26Q159,P.S. 159,Elementary,26,*,*,*,*,*,*,*,*
26Q162,P.S. 162 John Golden,Elementary,26,*,*,*,*,*,*,*,*
26Q172,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,26,*,*,*,*,*,*,*,6
26Q173,P.S. 173 Fresh Meadows,Elementary,26,*,*,*,*,*,*,*,*
26Q178,P.S./ IS 178 Holliswood,K-8,26,*,*,*,*,*,*,*,*
26Q186,P.S. 186 Castlewood,Elementary,26,*,*,*,*,*,*,*,*
26Q188,P.S. 188 Kingsbury,Elementary,26,*,*,*,*,*,*,*,*
26Q191,P.S. 191 Mayflower,Elementary,26,*,*,*,*,*,*,*,*
26Q203,P.S. 203 Oakland Gardens,Elementary,26,*,*,*,*,*,*,*,*
26Q205,P.S. 205 Alexander Graham Bell,Elementary,26,*,*,*,*,*,*,*,*
26Q213,P.S. 213 The Carl Ullman School,Elementary,26,*,*,*,*,*,*,*,*
26Q216,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,26,*,*,*,*,*,*,*,11
26Q221,P.S. 221 The North Hills School,Elementary,26,*,*,*,*,*,*,*,*
26Q266,P.S./I.S. 266,K-8,26,*,*,*,*,*,*,*,*
26Q315,Business Technology Early College High School,High school,26,*,*,*,*,*,*,*,7
26Q415,Benjamin N. Cardozo High School,High school,26,*,*,34,10,*,*,*,49
26Q430,Francis Lewis High School,High school,26,*,*,*,*,*,*,*,17
26Q435,Martin Van Buren High School,High school,26,*,*,18,*,*,*,*,20
26Q444,Home Schooling Program Csd26,Central-HQ-Citywide,26,*,*,*,*,*,*,*,*
26Q495,Bayside High School,High school,26,*,*,*,*,*,*,*,8
26Q566,"Queens High School of Teaching, Liberal Arts and t",High school,26,*,*,28,*,*,*,*,36
27Q042,P.S./M.S 042 R. Vernam,K-8,27,*,*,*,*,*,*,*,12
27Q043,P.S. 043,K-8,27,*,*,10,*,*,*,*,14
27Q045,P.S. 045 Clarence Witherspoon,Elementary,27,*,*,*,*,*,*,*,*
27Q047,P.S. 047 Chris Galas,K-8,27,*,*,*,*,*,*,*,*
27Q051,P.S. 051,Early Childhood,27,*,*,*,*,*,*,*,*
27Q053,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,27,*,*,*,*,*,*,*,6
27Q056,P.S. 056 Harry Eichler,Elementary,27,*,*,*,*,*,*,*,*
27Q060,P.S. 060 Woodhaven,Elementary,27,*,*,*,*,*,*,*,*
27Q062,P. S. 62 - Chester Park School,Elementary,27,*,*,*,*,*,*,*,*
27Q063,P.S. 063 Old South,Elementary,27,*,*,*,*,*,*,*,*
27Q064,P.S. 064 Joseph P. Addabbo,Elementary,27,*,*,*,*,*,*,*,*
27Q065,P.S. 65 - The Raymond York Elementary School,Elementary,27,*,*,*,*,*,*,*,*
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Elementary,27,*,*,*,*,*,*,*,*
27Q090,P.S. 090 Horace Mann,Elementary,27,*,*,*,*,*,*,*,*
27Q096,P.S. 096,Elementary,27,*,*,*,*,*,*,*,*
27Q097,P.S. 097 Forest Park,Elementary,27,*,*,*,*,*,*,*,*
27Q100,P.S. 100 Glen Morris,Elementary,27,*,*,*,*,*,*,*,*
27Q104,P.S. 104 The Bays Water,Elementary,27,*,*,*,*,*,*,*,*
27Q105,P.S. 105 The Bay School,K-8,27,*,*,24,*,*,*,*,29
27Q106,P.S. 106,Elementary,27,*,*,*,*,*,*,*,*
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,27,*,*,*,*,*,*,*,*
27Q114,P.S./M.S. 114 Belle Harbor,K-8,27,*,*,*,*,*,*,*,*
27Q123,P.S. 123,Elementary,27,*,*,*,*,*,*,*,*
27Q124,P.S. 124 Osmond A Church,K-8,27,*,*,*,*,*,*,*,*
27Q137,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,27,*,7,*,14,*,*,*,28
27Q146,P.S. 146 Howard Beach,K-8,27,*,*,*,*,*,*,*,*
27Q155,P.S. 155,Elementary,27,*,*,*,*,*,*,*,*
27Q183,P.S. 183 Dr. Richard R. Green,K-8,27,*,*,27,9,*,*,*,38
27Q197,P.S. 197 The Ocean School,Elementary,27,*,*,*,*,*,*,*,*
27Q202,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,27,*,*,*,6,*,*,*,11
27Q207,P.S. 207 Rockwood Park,K-8,27,*,*,*,*,*,*,*,*
27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,27,*,*,*,9,*,*,*,10
27Q223,P.S. 223 Lyndon B. Johnson,Elementary,27,*,*,*,*,*,*,*,*
27Q226,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,27,*,*,6,*,*,*,*,7
27Q232,P.S. 232 Lindenwood,K-8,27,*,*,*,*,*,*,*,*
27Q253,P.S. 253,Elementary,27,*,*,*,*,*,*,*,*
27Q254,P.S. 254 - The Rosa Parks School,Elementary,27,*,*,*,*,*,*,*,*
27Q260,Frederick Douglass Academy VI High School,High school,27,*,*,32,*,*,*,*,38
27Q261,Voyages Prep - South Queens,High school,27,*,*,*,*,*,*,*,*
27Q262,Channel View School for Research,Secondary School,27,*,*,*,*,*,*,*,*
27Q273,P.S. 273,Elementary,27,*,*,*,*,*,*,*,*
27Q282,Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,27,*,*,*,*,*,*,*,*
27Q297,Hawtree Creek Middle School,Junior High-Intermediate-Middle,27,*,*,*,*,*,*,*,*
27Q302,"Queens High School for Information, Research, and",High school,27,*,*,6,*,*,*,*,11
27Q306,New York City Academy for Discovery,Elementary,27,*,*,*,*,*,*,*,*
27Q308,Robert H. Goddard High School of Communication Art,High school,27,*,*,*,*,*,*,*,8
27Q309,Academy of Medical Technology: A College Board Sch,Secondary School,27,*,*,8,*,*,*,*,14
27Q314,Epic High School - South,High school,27,*,*,*,*,*,*,*,*
27Q316,Queens Explorers Elementary School,Elementary,27,*,*,*,*,*,*,*,*
27Q317,Waterside Children's Studio School,Elementary,27,*,*,*,*,*,*,*,*
27Q318,Waterside School For Leadership,Junior High-Intermediate-Middle,27,*,*,8,*,*,*,*,10
27Q319,Village Academy,Junior High-Intermediate-Middle,27,*,*,*,*,*,*,*,6
27Q323,Scholars' Academy,Secondary School,27,*,*,*,*,*,*,*,*
27Q324,Rockaway Park High School for Environmental Sustai,High school,27,*,*,11,*,*,*,*,16
27Q333,Goldie Maple Academy,K-8,27,*,*,*,*,*,*,*,*
27Q334,Epic High School - North,High school,27,*,*,*,*,*,*,*,*
27Q336,Curious Young Learners Pre-K Center,District Pre-K Center,27,*,*,*,*,*,*,*,*
27Q351,Rockaway Collegiate High School,High school,27,*,*,23,7,*,*,*,32
27Q362,Wave Preparatory Elementary School,Elementary,27,*,*,*,*,*,*,*,*
27Q400,August Martin High School,High school,27,*,*,22,*,*,*,*,25
27Q444,Home Schooling Dist 27q,Central-HQ-Citywide,27,*,*,*,*,*,*,*,*
27Q475,Richmond Hill High School,High school,27,*,*,*,*,*,*,*,*
27Q480,John Adams High School,High school,27,*,*,*,*,*,*,*,8
27Q487,John Adams Yabc,High school,27,*,*,*,*,*,*,*,*
27Q650,"High School for Construction Trades, Engineering a",High school,27,*,*,*,*,*,*,*,*
27Q905,John Adams Evening Hs M/W,Ungraded,27,*,*,*,*,*,*,*,*
28Q008,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,28,*,*,*,*,*,*,*,9
28Q040,P.S. 040 Samuel Huntington,Elementary,28,*,*,*,*,*,*,*,*
28Q048,P.S. 048 William Wordsworth,Elementary,28,*,*,*,*,*,*,*,*
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,28,*,*,*,*,*,*,*,*
28Q054,P.S. 054 Hillside,Elementary,28,*,*,*,*,*,*,*,*
28Q055,P.S. 055 Maure,Elementary,28,*,*,*,*,*,*,*,*
28Q072,Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,28,*,*,10,*,*,*,*,11
28Q080,P.S. 80 The Thurgood Marshall Magnet School of Mul,Elementary,28,*,*,*,*,*,*,*,*
28Q082,P.S. 082 Hammond,Elementary,28,*,*,*,*,*,*,*,*
28Q086,P.S. Q086,Elementary,28,*,*,*,*,*,*,*,*
28Q099,P.S. 099 Kew Gardens,Elementary,28,*,*,*,*,*,*,*,*
28Q101,P.S. 101 School in the Gardens,Elementary,28,*,*,*,*,*,*,*,*
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,28,*,*,*,*,*,*,*,*
28Q121,P.S. 121 Queens,Elementary,28,*,*,*,*,*,*,*,*
28Q139,P.S. 139 Rego Park,Elementary,28,*,*,*,*,*,*,*,*
28Q140,P.S. 140 Edward K Ellington,Elementary,28,*,*,*,*,*,*,*,*
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,28,*,*,*,*,*,*,*,*
28Q157,J.H.S. 157 Stephen A. Halsey,Junior High-Intermediate-Middle,28,*,*,*,*,*,*,*,*
28Q160,P.S. 160 Walter Francis Bishop,Elementary,28,*,*,*,*,*,*,*,*
28Q161,P.S. 161 Arthur Ashe School,Elementary,28,*,*,*,*,*,*,*,*
28Q167,Metropolitan Expeditionary Learning School,Secondary School,28,*,*,*,*,*,*,*,9
28Q174,P.S. 174 William Sidney Mount,Elementary,28,*,*,*,*,*,*,*,*
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary,28,*,*,*,*,*,*,*,*
28Q182,P.S. 182 Samantha Smith,Elementary,28,*,*,*,*,*,*,*,7
28Q190,J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,28,*,*,*,*,*,*,*,34
28Q196,P.S. 196 Grand Central Parkway,Elementary,28,*,*,*,*,*,*,*,*
28Q206,P.S. 206 The Horace Harding School,Elementary,28,*,*,*,*,*,*,*,*
28Q217,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,28,*,*,6,*,*,*,*,14
28Q220,P.S. 220 Edward Mandel,Elementary,28,*,*,*,*,*,*,*,*
28Q284,York Early College Academy,Secondary School,28,*,*,*,*,*,*,*,9
28Q287,The Emerson School,Junior High-Intermediate-Middle,28,*,*,10,*,*,*,*,14
28Q303,The Academy for Excellence through the Arts,Elementary,28,*,*,*,*,*,*,*,*
28Q310,Queens Collegiate: A College Board School,Secondary School,28,*,*,18,*,*,*,*,22
28Q312,Jamaica Children's School,Elementary,28,*,*,*,*,*,*,*,*
28Q325,Hillside Arts & Letters Academy,High school,28,*,*,*,*,*,*,*,*
28Q328,High School for Community Leadership,High school,28,*,*,*,*,*,*,*,*
28Q332,Redwood Middle School,Junior High-Intermediate-Middle,28,*,*,*,*,*,*,*,*
28Q335,District 28 Pre-K Center,District Pre-K Center,28,*,*,*,*,*,*,*,*
28Q338,Queens Satellite High School for Opportunity,High school,28,*,*,*,*,*,*,*,*
28Q349,The Queens School for Leadership and Excellence,Elementary,28,*,*,*,*,*,*,*,*
28Q350,Jamaica Gateway to the Sciences,High school,28,*,*,*,*,*,*,*,*
28Q354,P.S. 354,Elementary,28,*,*,*,*,*,*,*,7
28Q358,M.S. 358,Junior High-Intermediate-Middle,28,*,*,6,*,*,*,*,7
28Q440,Forest Hills High School,High school,28,*,*,*,6,*,*,*,15
28Q444,Home Schooling,Central-HQ-Citywide,28,*,*,*,*,*,*,*,*
28Q505,Hillcrest High School,High school,28,*,*,*,*,*,*,*,*
28Q620,Thomas A. Edison Career and Technical Education Hi,High school,28,*,*,9,*,*,*,*,15
28Q680,Queens Gateway to Health Sciences Secondary School,Secondary School,28,*,*,*,*,*,*,*,*
28Q686,Queens Metropolitan High School,High school,28,*,*,*,*,*,*,*,14
28Q687,Queens High School for the Sciences at York Colleg,High school,28,*,*,*,*,*,*,*,*
28Q690,High School for Law Enforcement and Public Safety,High school,28,*,*,*,*,*,*,*,6
28Q896,"Young Women's Leadership School, Queens",Secondary School,28,*,*,*,*,*,*,*,*
28Q903,Jamaica Evening High School M/,Ungraded,28,*,*,*,*,*,*,*,*
28Q904,Jamaica Evening High School T/,Ungraded,28,*,*,*,*,*,*,*,*
29Q015,P.S. 015 Jackie Robinson,Elementary,29,*,*,*,*,*,*,*,6
29Q033,P.S. 033 Edward M. Funk,Elementary,29,*,*,*,*,*,*,*,*
29Q034,P.S. 034 John Harvard,Elementary,29,*,*,*,*,*,*,*,*
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,29,*,*,*,*,*,*,*,*
29Q036,P.S. 036 Saint Albans School,Elementary,29,*,*,*,*,*,*,*,*
29Q037,Cynthia Jenkins School,Elementary,29,*,*,*,*,*,*,*,6
29Q038,P.S. 038 Rosedale,Elementary,29,*,*,*,*,*,*,*,*
29Q052,P.S. 052 Queens,Elementary,29,*,*,*,*,*,*,*,*
29Q059,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,*
29Q095,P.S. 095 Eastwood,Elementary,29,*,*,*,*,*,*,*,*
29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,29,*,*,6,*,*,*,*,9
29Q116,P.S./I.S. 116 William C. Hughley,K-8,29,*,*,*,*,*,*,*,*
29Q118,P.S. 118 Lorraine Hansberry,Elementary,29,*,*,*,*,*,*,*,*
29Q131,P.S. 131 Abigail Adams,Elementary,29,*,*,*,*,*,*,*,*
29Q132,P.S. 132 Ralph Bunche,Elementary,29,*,*,*,*,*,*,*,*
29Q134,P.S. 134 Hollis,Elementary,29,*,*,*,*,*,*,*,*
29Q135,The Bellaire School,Elementary,29,*,*,11,*,*,*,*,13
29Q136,P.S. 136 Roy Wilkins,Elementary,29,*,*,*,*,*,*,*,*
29Q138,P.S./M.S. 138 Sunrise,K-8,29,*,*,*,*,*,*,*,*
29Q147,P.S./M.S. 147 Ronald McNair,K-8,29,*,*,*,*,*,*,*,*
29Q156,P.S. 156 Laurelton,Elementary,29,*,*,*,*,*,*,*,*
29Q176,P.S. 176 Cambria Heights,Elementary,29,*,*,*,*,*,*,*,*
29Q181,P.S. 181 Brookfield,Elementary,29,*,*,*,*,*,*,*,*
29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,6
29Q195,P.S. 195 William Haberle,Elementary,29,*,*,*,*,*,*,*,*
29Q208,P.S./I.S. 208,K-8,29,*,*,*,*,*,*,*,*
29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,9
29Q243,Institute for Health Professions at Cambria Height,High school,29,*,*,7,*,*,*,*,8
29Q248,Queens Preparatory Academy,High school,29,*,*,24,*,*,*,*,28
29Q251,P.S. 251 Queens,Elementary,29,*,*,*,*,*,*,*,*
29Q259,Pathways College Preparatory School: A College Boa,Secondary School,29,*,*,*,*,*,*,*,*
29Q265,Excelsior Preparatory High School,High school,29,*,*,*,*,*,*,*,19
29Q268,P.S./I.S. 268,K-8,29,*,*,*,*,*,*,*,*
29Q270,The Gordon Parks School,K-8,29,*,*,*,*,*,*,*,*
29Q272,George Washington Carver High School for the Scien,High school,29,*,*,14,*,*,*,*,15
29Q283,Preparatory Academy for Writers: A College Board S,Secondary School,29,*,*,15,*,*,*,*,17
29Q289,Queens United Middle School,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,*
29Q295,P.S./I.S. 295,K-8,29,*,*,6,*,*,*,*,7
79X695,Passages Academy,K-12 all grades,79,*,*,*,*,*,*,*,*
29Q313,Benjamin Franklin High School for Finance & Inform,High school,29,*,*,13,*,*,*,*,15
29Q326,Cambria Heights Academy,High school,29,*,*,23,*,*,*,*,26
29Q327,Eagle Academy for Young Men III,Secondary School,29,*,*,*,*,*,*,*,9
29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,11
29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,29,*,*,*,*,*,*,*,6
29Q360,P.S. 360,Elementary,29,*,*,*,*,*,*,*,*
29Q381,District 29 Pre-K Center,District Pre-K Center,29,*,*,*,*,*,*,*,*
29Q444,Home Schooling,Central-HQ-Citywide,29,*,*,*,*,*,*,*,*
29Q492,"Mathematics, Science Research and Technology Magne",High school,29,*,*,*,*,*,*,*,*
29Q494,"Law, Government and Community Service High School",High school,29,*,*,*,*,*,*,*,*
29Q496,"Business, Computer Applications & Entrepreneurship",High school,29,*,*,*,*,*,*,*,*
29Q498,Humanities & Arts Magnet High School,High school,29,*,*,11,*,*,*,*,13
30Q002,P.S. 002 Alfred Zimberg,Elementary,30,*,*,*,*,*,*,*,*
30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,30,*,*,10,15,*,*,*,31
30Q011,P.S. 011 Kathryn Phelan,Elementary,30,*,*,*,*,*,*,*,*
30Q017,P.S. 017 Henry David Thoreau,Elementary,30,*,*,*,*,*,*,*,*
30Q069,P.S. 069 Jackson Heights,Elementary,30,*,*,*,*,*,*,*,*
30Q070,P.S. 070,Elementary,30,*,*,*,*,*,*,*,*
30Q076,P.S. 076 William Hallet,Elementary,30,*,*,*,*,*,*,*,7
30Q078,P.S./I.S. 78Q,K-8,30,*,*,*,*,*,*,*,*
30Q084,P.S. 084 Steinway,Elementary,30,*,*,*,*,*,*,*,*
30Q085,P.S. 085 Judge Charles Vallone,Elementary,30,*,*,*,*,*,*,*,*
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,30,*,*,*,*,*,*,*,*
30Q111,P.S. 111 Jacob Blackwell,K-8,30,*,*,*,*,*,*,*,7
30Q112,P.S. 112 Dutch Kills,Elementary,30,*,*,*,*,*,*,*,*
30Q122,P.S. 122 Mamie Fay,K-8,30,*,*,*,*,*,*,*,*
30Q126,Albert Shanker School for Visual and Performing Ar,Junior High-Intermediate-Middle,30,*,*,16,15,*,*,*,37
30Q127,P.S. 127 Aerospace Science Magnet School,K-8,30,*,*,7,*,*,*,*,8
30Q141,I.S. 141 The Steinway,Junior High-Intermediate-Middle,30,*,*,*,*,*,*,*,*
30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,30,*,*,*,16,*,*,*,20
30Q148,P.S. 148 Queens,Elementary,30,*,*,*,*,*,*,*,*
30Q149,P.S. 149 Christa Mcauliffe,Elementary,30,*,*,*,*,*,*,*,*
30Q150,P.S. 150 Queens,Elementary,30,*,*,*,*,*,*,*,*
30Q151,P.S. 151 Mary D. Carter,Elementary,30,*,*,*,*,*,*,*,*
30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,30,*,*,*,*,*,*,*,*
30Q166,P.S. 166 Henry Gradstein,Elementary,30,*,*,*,*,*,*,*,*
30Q171,P.S. 171 Peter G. Van Alst,Elementary,30,*,*,*,*,*,*,*,*
30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,30,*,*,19,14,*,*,*,39
30Q212,P.S. 212,Elementary,30,*,*,*,*,*,*,*,*
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Early Childhood,30,*,*,*,*,*,*,*,*
30Q227,I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle,30,*,*,*,*,*,*,*,6
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,Early Childhood,30,*,*,*,*,*,*,*,*
30Q230,I.S. 230,Junior High-Intermediate-Middle,30,*,*,*,*,*,*,*,*
30Q234,P.S. 234,Elementary,30,*,*,*,*,*,*,*,*
30Q235,Academy for New Americans,Junior High-Intermediate-Middle,30,*,*,*,*,*,*,*,*
30Q258,Energy Tech High School,High school,30,*,*,*,*,*,*,*,*
30Q280,P.S. 280,Elementary,30,*,*,*,*,*,*,*,*
30Q286,"Young Women's Leadership School, Astoria",Secondary School,30,*,*,*,*,*,*,*,*
30Q291,Hunters Point Community Middle School,Junior High-Intermediate-Middle,30,*,*,*,*,*,*,*,10
30Q300,The 30th Avenue School (G&T Citywide),K-8,30,*,*,*,*,*,*,*,*
30Q301,Academy for Careers in Television and Film,High school,30,*,*,*,*,*,*,*,*
30Q329,East Elmhurst Community School,Elementary,30,*,*,*,*,*,*,*,*
30Q361,The Woodside Community School,Elementary,30,*,*,*,*,*,*,*,*
30Q389,District 30 Pre-K Center,District Pre-K Center,30,*,*,*,*,*,*,*,*
30Q444,Home Schooling,Central-HQ-Citywide,30,*,*,*,*,*,*,*,*
30Q445,William Cullen Bryant High School,High school,30,*,*,8,23,*,*,*,35
30Q450,Long Island City High School,High school,30,*,*,12,8,*,*,*,26
30Q501,Frank Sinatra School of the Arts High School,High school,30,*,*,*,*,*,*,*,*
30Q502,Information Technology High School,High school,30,*,*,*,*,*,*,*,9
30Q555,Newcomers High School,High school,30,*,*,*,*,*,*,*,*
30Q580,Baccalaureate School for Global Education,Secondary School,30,*,*,*,*,*,*,*,*
31R001,P.S. 001 Tottenville,Elementary,31,*,*,*,*,*,*,*,*
31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,31,*,*,8,*,8,*,*,23
31R003,P.S. 003 The Margaret Gioiosa School,Elementary,31,*,*,*,*,*,*,*,6
31R004,P.S. 004 Maurice Wollin,Elementary,31,*,*,*,*,*,*,*,*
31R005,P.S. 005 Huguenot,Elementary,31,*,*,*,*,*,*,*,*
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,31,*,*,*,*,*,*,*,*
31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,31,*,*,*,*,7,*,*,9
31R008,P.S. 8 Shirlee Solomon,Elementary,31,*,*,*,*,*,*,*,*
31R009,Naples Street Elementary School,Elementary,31,*,*,*,*,*,*,*,*
31R010,Fort Hill Collaborative Elementary School,Elementary,31,*,*,*,*,*,*,*,*
31R011,P.S. 11 Thomas Dongan School,Elementary,31,*,*,*,*,*,*,*,*
31R013,P.S. 013 M. L. Lindemeyer,Elementary,31,*,*,*,*,*,*,*,*
31R016,P.S. 016 John J. Driscoll,Elementary,31,*,*,8,*,*,*,*,13
31R018,P.S. 018 John G. Whittier,Elementary,31,*,*,7,*,*,*,*,10
31R019,P.S. 019 The Curtis School,Elementary,31,*,*,*,*,*,*,*,6
31R020,P.S. 020 Port Richmond,Elementary,31,*,*,*,*,*,*,*,*
31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,31,*,*,*,*,*,*,*,*
31R022,P.S. 022 Graniteville,Elementary,31,*,*,10,7,*,*,*,18
31R023,P.S. 023 Richmondtown,Elementary,31,*,*,*,*,*,*,*,*
31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,31,*,*,*,*,*,*,*,23
31R026,P.S. 026 The Carteret School,Elementary,31,*,*,*,*,*,*,*,*
31R027,I.S. 027 Anning S. Prall,Junior High-Intermediate-Middle,31,*,*,23,12,*,*,*,40
31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,31,*,*,*,*,*,*,*,*
31R029,P.S. 029 Bardwell,Elementary,31,*,*,*,*,*,*,*,*
31R030,P.S. 030 Westerleigh,Elementary,31,*,*,*,*,*,*,*,*
31R031,P.S. 031 William T. Davis,Elementary,31,*,*,*,*,*,*,*,*
31R032,P.S. 032 The Gifford School,Elementary,31,*,*,*,*,*,*,*,*
31R034,I.S. 034 Tottenville,Junior High-Intermediate-Middle,31,*,*,*,*,*,*,*,*
31R035,P.S. 35 The Clove Valley School,Elementary,31,*,*,*,*,*,*,*,*
31R036,P.S. 036 J. C. Drumgoole,Elementary,31,*,*,*,*,*,*,*,*
31R038,P.S. 038 George Cromwell,Elementary,31,*,*,*,*,*,*,*,*
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,31,*,*,*,*,*,*,*,*
31R041,The Stephanie A. Vierno School,Elementary,31,*,*,*,*,*,*,*,*
31R042,P.S. 042 Eltingville,Elementary,31,*,*,*,*,*,*,*,*
31R044,P.S. 044 Thomas C. Brown,Elementary,31,*,*,9,*,*,*,*,14
31R045,P.S. 045 John Tyler,Elementary,31,*,*,*,*,*,*,*,9
31R046,P.S. 046 Albert V. Maniscalco,Elementary,31,*,*,*,*,*,*,*,*
31R047,CSI High School for International Studies,High school,31,*,*,*,*,*,*,*,*
31R048,P.S. 048 William G. Wilcox,K-8,31,*,*,*,*,*,*,*,*
